nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Armarios empotrados,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Teléfono,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Lavadero,Garaje,Portero automático,Puerta blindada,Sistema de seguridad,Ascensor,Adaptado a personas con movilidad reducida,Balcón,Terraza,Jardín,Piscina,Orientación,Soleado,No se aceptan mascotas,Amueblado,Trastero,Superficie solar,Se aceptan mascotas,Chimenea,Gastos de comunidad,Agua,Gas,Luz,Interior,Urbanizado,Calle alumbrada,Calle asfaltada,Tipo de casa
Piso en calle de La Creu Guixera,PISOS DEL BAGES,27 €/m²,360 €/mes,13 m²,https://www.pisos.com/alquilar/piso-ctra_de_santpedor_bases_de_manresa08243-41715189544_101300/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,13 m²,12 m²,1,,,,,,API122-HAB534,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Sant Just Desvern,Engel & Völkers MMC Barcelona,22 €/m²,4.500 €/mes,200 m²,https://www.pisos.com/alquilar/apartamento-sant_just_desvern_centro_urbano08960-51717832982_101800/,Anuncio actualizado el 11/02/2025,"E, G","E, G",barcelona,200 m²,,2,3,,,,,IF76306-I-00L7GE-W-02YREB,1,,,,,,,Central,N/A,,N/A,,,,,,,,N/A,Privado,,,,,N/A,,,,,,,,,,,,,
Chalet en Alella,Access Home Real Estate,29 €/m²,18.000 €/mes,605 m²,https://www.pisos.com/alquilar/chalet-alella_centro_urbano-47560018679_108900/,Anuncio actualizado el 01/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,605 m²,,4,4,,,,,XA643-3864,,,,,,,,,N/A,,,2,,N/A,N/A,,,,N/A,,Propia,Sur,,,,N/A,,,,,,,,,,,,
"Piso en Carrer del Marquès de Comillas, nº .",Housfy real Estate,9 €/m²,1.420 €/mes,151 m²,https://www.pisos.com/alquilar/piso-centre_covadonga_centre08202-51680834680_109300/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,151 m²,151 m²,4,3,9ª,,,,EP442-622947,,,,,,,,N/A,,,,N/A,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Galileu,FINCAS DUEÑAS,18 €/m²,1.047 €/mes,57 m²,https://www.pisos.com/alquilar/piso-sants_montjuic_sants08028-51693108478_994044/,Anuncio actualizado el 13/02/2025,"E, E","E, E",barcelona,57 m²,56 m²,2,1,4ª,N/A,Más de 50 años,Reformado,4994044-PISO TODO REFORMADO EN SANTS.,1,De madera.,Parquet,,Aluminio tipo climalit.,,Frío y calor,,Independiente.,Exterior con grandes ventanales.,,,,,,,,,,,,Oeste,N/A,,,,,,,,,,,,,,,
Piso en Rambla de Montcada,LA LLAR IMMOBILIÀRIA,9 €/m²,890 €/mes,90 m²,https://www.pisos.com/alquilar/piso-vic_centre_historic-49263654979_116000/,Anuncio actualizado el 20/02/2025,"F, E","F, E",barcelona,90 m²,75 m²,3,2,2ª,N/A,Menos de 5 años,A estrenar,1160-099846,,N/A,N/A,N/A,Madera,,,Gas natural,N/A,N/A,,,N/A,,,,,,N/A,,,Sureste,N/A,,,,,,,,,,,,,,,
Piso en Can Boada-Torrent d'en Pere Parres,ALQUILA TU HOGAR,13 €/m²,910 €/mes,66 m²,https://www.pisos.com/alquilar/piso-can_boada_torrent_en_pere_parres08225-32595425687_100500/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,66 m²,,2,1,1ª,N/A,,En buen estado,SA3458-2001/20010009/5,,,Gres,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,N/A,,,N/A,,,,,,,
Apartamento en L'Eixample-Torreblanca,Engel & Völkers MMC Barcelona,40 €/m²,2.000 €/mes,50 m²,https://www.pisos.com/alquilar/apartamento-eixample_torreblanca08172-49238317058_101800/,Anuncio actualizado el 07/02/2025,"F, F","F, F",barcelona,50 m²,,1,1,,,Más de 50 años,,IF76306-I-00L4W2-W-02XJAH,1,,,,,,,Central,N/A,,N/A,1,,,,,,,N/A,Privado,Propia,,,,N/A,N/A,,,,,,,,,,,,
Piso en Carrer del Taquígraf Garriga,SOMOSCASA,24 €/m²,1.500 €/mes,62 m²,https://www.pisos.com/alquilar/piso-les_corts_barrio08029-5867586881_101800/,Anuncio actualizado el 07/02/2025,"G, G","G, G",barcelona,62 m²,,2,1,8ª,,,,IF6507-151268,1,,,,,,,,N/A,,N/A,1,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Piso en Carrer dels Boters,ALL 4 FLAT,28 €/m²,875 €/mes,31 m²,https://www.pisos.com/alquilar/piso-el_barri_gotic08002-50914660378_518209/,Anuncio actualizado el 31/01/2025,"G, F","G, F",barcelona,31 m²,26 m²,1,1,3ª,N/A,Más de 50 años,En buen estado,518209-001979B,1,,Gres,,Madera,,,Eléctrica,Equipada,Totalmente amueblado,,,N/A,N/A,,,,N/A,,,,,N/A,,Totalmente amueblado,,,,,,,,,,,,,
Casa en Vallpineda-Rocamar,Engel & Völkers MMC Barcelona,30 €/m²,1.800 €/mes,60 m²,https://www.pisos.com/alquilar/casa-vallpineda_rocamar-50052222222_101800/,Anuncio actualizado el 05/12/2024,"G, F","G, F",barcelona,60 m²,,2,1,,,,,IF76306-I-00L5IX-W-02Y0XN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Nucli Urbà,Engel & Völkers MMC Barcelona,18 €/m²,6.500 €/mes,353 m²,https://www.pisos.com/alquilar/casa-sant_pere_de_ribes_nucli_urba-47514712140_101800/,Anuncio actualizado el 07/12/2024,"C, C","C, C",barcelona,353 m²,,5,3,,,Más de 50 años,,IF76306-I-00L32K-W-02X3T5,1,,,,,,,Central,N/A,,N/A,1,,,,,,,N/A,Privado,Propia,,,,,N/A,970 m²,,,,,,,,,,,
Piso en L'Hostal-Lledoner,ALQUILA TU HOGAR,14 €/m²,840 €/mes,60 m²,https://www.pisos.com/alquilar/piso-hostal_lledoner08520-40879323323_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,60 m²,,2,1,3ª,N/A,,En buen estado,SA3458-2001/20010049/16,,,Gres,,,,,,N/A,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,,,,,,
Piso en Carrer de les Heures,RUMS,34 €/m²,2.095 €/mes,60 m²,https://www.pisos.com/alquilar/piso-el_barri_gotic08002-43360588242_527862/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,60 m²,60 m²,1,1,8ª,N/A,Entre 5 y 10 años,Reformado,4527862-Bolivia,,,Gres,,,,,,N/A,N/A,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,
Casa en Begues,Engel & Völkers MMC Barcelona,11 €/m²,4.000 €/mes,360 m²,https://www.pisos.com/alquilar/casa-begues_centro_urbano-42519013980_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,barcelona,360 m²,,5,5,,,Más de 50 años,,IF76306-I-00KWZW-W-02V5E4,1,,,,,,,Central,N/A,,,1,,,,,,,,Privado,,,,,,N/A,1.586 m²,,,,,,,,,,,
Casa en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,30 €/m²,4.000 €/mes,131 m²,https://www.pisos.com/alquilar/casa-can_girona_terramar_vinyet-45084270684_101800/,Anuncio actualizado el 05/02/2025,"D, C","D, C",barcelona,131 m²,,4,4,,,Entre 30 y 50 años,,IF76306-I-00L0BN-W-02W8XW,1,,,,,,,Central,N/A,,N/A,1,,,,,,,N/A,Privado,Propia,,,,N/A,,100 m²,,,,,,,,,,,
Casa en El Putxet-El Farró,Engel & Völkers MMC Barcelona,30 €/m²,5.500 €/mes,182 m²,https://www.pisos.com/alquilar/casa-el_putxet_el_farro08006-47513684586_101800/,Anuncio actualizado el 12/12/2024,"E, E","E, E",barcelona,182 m²,,3,3,,,Entre 30 y 50 años,,IF76306-I-00L34H-W-02X5WG,1,,,,,,,Central,N/A,,N/A,,,,,,,,N/A,Privado,Propia,,,,,,,,,,,,,,,,,
Casa en Avinyó,Engel & Völkers MMC Barcelona,7 €/m²,2.500 €/mes,340 m²,https://www.pisos.com/alquilar/casa-avinyo_centro_urbano-45010952375_101800/,Anuncio actualizado el 13/06/2024,"D, E","D, E",barcelona,340 m²,,3,2,,,,,IF76306-I-00KYR1-W-02VQU4,1,,,,,,,Central,N/A,,N/A,1,,,,,,,N/A,Privado,Propia,,,,,N/A,1.145 m²,,,,,,,,,,,
Piso en Carrer del Doctor Aiguader,INMOSERVICE BARCELONA,31 €/m²,2.500 €/mes,80 m²,https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-50929913212_100500/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,80 m²,72 m²,2,2,1ª,,Entre 10 y 20 años,,SA1366-ISBMS457ABB/2015,1,,Parquet,,,,N/A,N/A,,,,,,N/A,,N/A,,N/A,N/A,,,Sureste,,,N/A,,,,,,N/A,,,,,,,
Piso en Carrer dels Escudellers Blancs,ALL 4 FLAT,18 €/m²,1.100 €/mes,60 m²,https://www.pisos.com/alquilar/piso-el_barri_gotic08002-31757866044_518209/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,60 m²,60 m²,1,2,2ª,N/A,Más de 50 años,Reformado,518209-000507B,,Aluminio,Terrazo,Ventanas insonorizadas,Aluminio,,Frío y calor,Central,Totalmente equipada,Amplio y luminoso,,,,N/A,N/A,,,N/A,,,,,Soleado,,Totalmente amueblado,,,,,,,,,,,,,
"Piso en Carrer de la Sagrera, 12",Asif Grup,Error al procesar precio m²,750 €/mes,2,https://www.pisos.com/alquilar/piso-sant_feliu_de_codines_centro_urbano-51677366935_101800/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,,,2,1,2ª,,,,IF76363-ASF-661,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle Salomó Ben Adret,MONAPART,23 €/m²,2.180 €/mes,93 m²,https://www.pisos.com/alquilar/piso-el_barri_gotic08002-46754468066_101800/,Anuncio actualizado el 03/02/2025,"E, E","E, E",barcelona,93 m²,,3,2,3ª,,Más de 50 años,,IF76872-PB0005-3899,,,,,,,,Central,N/A,,,,,,,N/A,,,,,,,,,N/A,N/A,,,,,,,,,,,,
Piso en Carrer de València,INMOSERVICE BARCELONA,19 €/m²,1.550 €/mes,81 m²,https://www.pisos.com/alquilar/piso-la_sagrada_familia08013-50056290419_100500/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,81 m²,,2,1,2ª,,Más de 50 años,,SA1366-ISBGM3000/2015,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,
Piso en Pinemar,GRUPO DIMAZ INMOBILIARIA,16 €/m²,1.000 €/mes,60 m²,https://www.pisos.com/alquilar/piso-pinemar-50863327309_109300/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,60 m²,,2,1,,,,,EP829-1234,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,
Casa en Can Quirze,Engel & Völkers MMC Barcelona,18 €/m²,4.500 €/mes,249 m²,https://www.pisos.com/alquilar/casa-can_quirze-51695562985_101800/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,249 m²,,3,3,,,Menos de 5 años,,IF76306-I-00L7AM-W-02YOIP,1,,,,,,,Central,N/A,,N/A,1,,,,,,,N/A,Privado,Propia,,,,N/A,,,,,,,,,,,,,
Piso en Vilanova I La Geltru,"ALQUILER SEGURO,S.A.",11 €/m²,1.290 €/mes,108 m²,https://www.pisos.com/alquilar/piso-zona_nord-50880030246_108900/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,108 m²,,4,2,3ª,N/A,,En buen estado,XA24-0820-004985,,,,,,,N/A,,N/A,N/A,,N/A,,,,N/A,,,N/A,N/A,,,,,,,,,,,N/A,N/A,N/A,,,,,
Piso en Carrer de Josep Trueta,HELLOFINCA.,20 €/m²,1.600 €,80 m²,https://www.pisos.com/alquilar/piso-ca_naurell08224-50017699960_527713/,Anuncio actualizado el 24/01/2025,"D, D","D, D",barcelona,80 m²,70 m²,3,2,2ª,N/A,Entre 20 y 30 años,En buen estado,4527713-000029,2,Madera,Parquet,N/A,Aluminio,,Frío,Gas natural,Exterior,Con salida a la terraza,,1,N/A,N/A,N/A,N/A,N/A,N/A,Desde el comedor,,,Sureste,N/A,,N/A,,,N/A,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,ALQUILA TU HOGAR,14 €/m²,1.115 €/mes,79 m²,https://www.pisos.com/alquilar/piso-la_salut_lloreda_sistrells08917-25915477145_100500/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,79 m²,,4,1,1ª,N/A,,En buen estado,SA3458-2001/20010029/13,,,Gres,,,,,,,,,,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,
Piso en L'Hostal-Lledoner,ALQUILA TU HOGAR,13 €/m²,875 €/mes,67 m²,https://www.pisos.com/alquilar/piso-hostal_lledoner08520-38425122933_100500/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,67 m²,,3,1,4ª,N/A,,En buen estado,SA3458-2001/20010051/7,,,Gres,,,,,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,
"Piso en Carrer de Ganduxer, nº .",Housfy real Estate,19 €/m²,2.045 €/mes,103 m²,https://www.pisos.com/alquilar/piso-les_tres_torres08021-51736336222_109300/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,103 m²,103 m²,4,2,2ª,,,,EP442-743425,,,,,,,N/A,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Vicenç,RS GROUP,21 €/m²,1.050 €/mes,50 m²,https://www.pisos.com/alquilar/piso-el_raval08001-81732386135_515865/,Anuncio actualizado el 15/02/2025,"D, E","D, E",barcelona,50 m²,45 m²,1,1,2ª,N/A,Más de 50 años,En buen estado,515865-RS0150,Más de 2,,Parquet,,,,Frío y calor,Eléctrica,,,,,N/A,N/A,,,,N/A,,,,Sur,,,N/A,,,,,,,,,,,,,
Casa adosada en Centre,Engel & Völkers MMC Barcelona,22 €/m²,4.900 €/mes,220 m²,https://www.pisos.com/alquilar/casa_adosada-sant_cugat_del_valles_centre08172-47595287055_101800/,Anuncio actualizado el 27/12/2024,"C, C","C, C",barcelona,220 m²,,4,5,,,Más de 50 años,,IF76306-I-00L30X-W-02X1V1,1,,,,,,,Central,N/A,,,1,,,,,,,,Privado,,,,,,,140 m²,,,,,,,,,,,Adosada
Ático en Horta - Guinardo,"ALQUILER SEGURO,S.A.",15 €/m²,1.250 €/mes,80 m²,https://www.pisos.com/alquilar/atico-el_guinardo08041-51715242510_108900/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,80 m²,,2,2,5ª,N/A,,En buen estado,XA24-0803-002454,,,,,,,N/A,N/A,N/A,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,N/A,N/A,N/A,,,,,
Casa en Matadepera,Engel & Völkers MMC Barcelona,11 €/m²,4.000 €/mes,352 m²,https://www.pisos.com/alquilar/casa-matadepera_centro_urbano-49174024941_101800/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,352 m²,,5,5,,,Entre 30 y 50 años,,IF76306-I-00L4NL-W-02XC37,1,,,,,,,Central,,,N/A,1,,,,,,,N/A,Privado,Propia,,,,,,692 m²,,,,,,,,,,,
Piso en Avinguda de Barcelona,ALL 4 FLAT,16 €/m²,1.660 €/mes,102 m²,https://www.pisos.com/alquilar/piso-sant_joan_despi_centro_urbano-51761122024_518209/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,102 m²,75 m²,3,2,4ª,N/A,Menos de 5 años,A estrenar,518209-001876I,,,Parquet,,Aluminio,,Frío y calor,Eléctrica,Equipada,N/A,,1,,,N/A,N/A,,N/A,Privada,,,,N/A,,,,,,,,,,,,,,,
Piso en calle Joaquin Costa,AgencySL,22 €/m²,1.900 €/mes,85 m²,https://www.pisos.com/alquilar/piso-el_raval08001-51763178707_525584/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,85 m²,85 m²,4,1,1ª,N/A,Más de 50 años,En buen estado,525584-SL0070..,Más de 2,N/A,,N/A,PVC,,Frío y calor,Eléctrica,N/A,N/A,N/A,,,,,,,N/A,,,,,N/A,,N/A,N/A,,,,,,,,N/A,,,,
Piso en calle Frederic Puig,FINCAS ARATER,11 €/m²,904 €/mes,80 m²,https://www.pisos.com/alquilar/piso-bellaterra_distrito08290-50056351931_101300/,Anuncio actualizado el 13/12/2024,Error al procesar consumo,Error al procesar emisiones,barcelona,80 m²,60 m²,2,1,,,,,API253-PCERFRE51,,,,,,,,N/A,,,,,,,,N/A,,,,,,Sur,,,,,,,,,,,,,,,,
Ático en Travessera de les Corts,AgencySL,16 €/m²,1.790 €/mes,109 m²,https://www.pisos.com/alquilar/atico-les_corts_barrio08029-51670411615_525584/,Anuncio actualizado el 19/02/2025,"E, F","E, F",barcelona,109 m²,101 m²,3,3,8ª,N/A,Más de 50 años,En buen estado,525584-SL03730,1,,Gres,N/A,PVC,,Frío y calor,Gas natural,N/A,N/A,,,,,,N/A,,N/A,N/A,,,,N/A,N/A,,,,,,,,,,,,,,
Piso en Els Hostalets de Pierola,JULIA ORDIALES,8 €/m²,750 €/mes,84 m²,https://www.pisos.com/alquilar/piso-els_hostalets_de_pierola-51729805757_106000/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,84 m²,76 m²,3,2,3ª,,Entre 30 y 50 años,,NI703-ALQHP750,,,Gres,,Doble cristal,,A/a f/c,N/A,Office,N/A,,,,,,,,,,,,,,,,,,,,,Termo electrico,,,,,,,
Piso en Carrer de l'Autonomia,Fincas Oñate,11 €/m²,840 €/mes,71 m²,https://www.pisos.com/alquilar/piso-sants_montjuic_sants08014-51721867433_528270/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,71 m²,64 m²,2,1,2ª,N/A,Entre 5 y 10 años,En buen estado,4528270-AUTONOMIA,,,Parquet,,Aluminio,,,,N/A,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en calle Joaquin Costa,AgencySL,22 €/m²,1.900 €/mes,85 m²,https://www.pisos.com/alquilar/piso-el_raval08001-51678355225_525584/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,85 m²,85 m²,4,1,1ª,N/A,Más de 50 años,En buen estado,525584-SL0070.0,Más de 2,N/A,,N/A,PVC,,Frío y calor,Eléctrica,N/A,N/A,N/A,,,,,,,N/A,,,,,N/A,,N/A,N/A,,,,,,,,N/A,,,,
Ático en Carrer del Parlament,ALL 4 FLAT,22 €/m²,1.400 €/mes,61 m²,https://www.pisos.com/alquilar/atico-eixample_sant_antoni08015-50842988812_518209/,Anuncio actualizado el 27/01/2025,"D, D","D, D",barcelona,61 m²,61 m²,2,1,5ª,N/A,Más de 50 años,A estrenar,518209-002981B,1,,Gres,N/A,PVC,,Frío y calor,Gas natural,Salón - comedor,N/A,,,N/A,N/A,,,,,Comunitaria,,,Sureste,N/A,,Totalmente amueblado,,,,,,,,,,,,,
Casa en Sant Vicenç de Montalt,Engel & Völkers MMC Barcelona,11 €/m²,3.175 €/mes,285 m²,https://www.pisos.com/alquilar/casa-sant_vicenc_de_montalt_centro_urbano-50089789051_101800/,Anuncio actualizado el 11/12/2024,"D, D","D, D",barcelona,285 m²,,3,4,,,Entre 20 y 30 años,,IF76306-I-00L5PP-W-02Y3DP,1,,,,,,,Central,,,,1,,,,,,,N/A,Privado,,,,,N/A,N/A,300 m²,,,,,,,,,,,
Casa adosada en Pueblo,PROYECTOS BRUC,4 €/m²,1.600 €/mes,327 m²,https://www.pisos.com/alquilar/casa_adosada-collbato_centro_urbano-430038335_324700/,Anuncio actualizado el 10/02/2025,"F, F","F, F",barcelona,327 m²,324 m²,5,2,,,Entre 30 y 50 años,En buen estado,3247-052792,2,Roble,Gres,N/A,Madera con doble acristalamiento,,,Gas natural,16m² con salida al patio y jardín,40m² aprox,Exterior en zona patio,Más de 2,,N/A,,,,,N/A,Privado,,A la montaña,,,"Algún mobiliario en salón-comedor, dormitorios",,955 m²,,Salón-comedor,,N/A,N/A,N/A,,N/A,N/A,N/A,Adosada
Piso en Carrer d'Arístides Maillol,FINCAS DUEÑAS,16 €/m²,2.000 €/mes,120 m²,https://www.pisos.com/alquilar/piso-la_maternitat_sant_ramon08028-50896636079_994044/,Anuncio actualizado el 27/01/2025,"E, E","E, E",barcelona,120 m²,108 m²,4,2,4ª,N/A,,Reformado,4994044-PISO PARA ESTUDIANTES.,,Embero.,Parquet y terrazo.,,Aluminio tipo climalit.,,Frío y calor,Gas natural,Independiente y equipada,De 24m² con bañera.,,,,,,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,,
Piso en Ègara,ALQUILA TU HOGAR,12 €/m²,790 €/mes,64 m²,https://www.pisos.com/alquilar/piso-egara08226-40927093842_100500/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,64 m²,,2,1,2ª,N/A,,En buen estado,SA3458-2001/20010009/21,,,Gres,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,N/A,,,N/A,,,,,,,
"Piso en Carrer de Pallars, nº .",Housfy real Estate,31 €/m²,2.400 €/mes,76 m²,https://www.pisos.com/alquilar/piso-provencals_del_poblenou08019-51729730744_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,76 m²,76 m²,2,2,3ª,,,,EP442-831977,,,,,,,N/A,,,,,N/A,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,
"Piso en Carrer d'Esteve Terrades, nº .",Housfy real Estate,8 €/m²,796 €/mes,90 m²,https://www.pisos.com/alquilar/piso-sant_miquel_tres_torres08402-51711253974_109300/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,90 m²,90 m²,2,1,2ª,,,,EP442-845006,,,,,,,N/A,N/A,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Mare de Déu del Coll,ALL 4 FLAT,29 €/m²,2.800 €/mes,94 m²,https://www.pisos.com/alquilar/piso-gracia_la_salut08024-50088693684_518209/,Anuncio actualizado el 13/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,94 m²,81 m²,3,2,3ª,N/A,Menos de 5 años,En buen estado,518209-003439,,,Parquet,,Aluminio,,,Central,Americana-equipada,,,,N/A,,,N/A,,N/A,Comunitaria,,,Noroeste,,,N/A,,,,,Incluidos en el precio de alquiler,,,,,,,,
Estudio en Carrer de Provença,AgencySL,32 €/m²,1.300 €/mes,40 m²,https://www.pisos.com/alquilar/estudio-el_camp_de_arpa_del_clot08026-50841914072_525584/,Anuncio actualizado el 07/02/2025,"B, B","B, B",barcelona,40 m²,40 m²,,1,5ª,N/A,,Reformado,525584-SL0209,1,N/A,Parquet,N/A,PVC,,Frío y calor,Eléctrica,N/A,,,,,,,N/A,,,,,,,N/A,,N/A,,,,,,,,,N/A,,,,
Piso en Carrer de Gravina,ALL 4 FLAT,33 €/m²,3.500 €/mes,103 m²,https://www.pisos.com/alquilar/piso-el_raval08001-48357460347_518209/,Anuncio actualizado el 26/12/2024,Error al procesar consumo,Error al procesar emisiones,barcelona,103 m²,96 m²,3,3,1ª,Luminoso,Más de 50 años,Reformado,518209-003394A,,N/A,Parquet,N/A,Madera,N/A,Frío y calor,,N/A,N/A,N/A,,N/A,N/A,N/A,,,N/A,,,,Norte,N/A,,N/A,,,,,,,,,Reformado,,,,
Casa en Pallejà,K&M IMMOBLES,Error al procesar precio m²,1.900 €/mes,5,https://www.pisos.com/alquilar/casa-palleja_centro_urbano-50928876797_109300/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,,,5,2,,,,,EP1028-25C101,,,,,,,,N/A,,,,,,,,,,,mtrs=15,,,,,,,,,,N/A,,,,,,,,,
Piso en Centre,GRUPO DIMAZ INMOBILIARIA,20 €/m²,1.100 €/mes,55 m²,https://www.pisos.com/alquilar/piso-pineda_de_mar_centre-50914955165_109300/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,55 m²,50 m²,1,1,,,,,EP829-1238,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,,
Piso en Carrer d'Andrea Dòria,ALL 4 FLAT,32 €/m²,1.355 €/mes,42 m²,https://www.pisos.com/alquilar/piso-ciutat_vella_la_barceloneta08003-51710371998_518209/,Anuncio actualizado el 05/02/2025,"D, D","D, D",barcelona,42 m²,42 m²,1,1,5ª,N/A,Más de 50 años,Reformado,518209-003460E,,,Parquet,N/A,,,Frío y calor,,"Tipo americana, totalmente equipada",Amplio y luminoso,,,N/A,N/A,Alarma,N/A,N/A,N/A,Comunitaria,,,,N/A,,Totalmente amueblado,,,,,,,,,,,,,
Piso en Sallent,FINQUES PUJOL,7 €/m²,700 €/mes,95 m²,https://www.pisos.com/alquilar/piso-sallent_centro_urbano-51755119282_500010/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,95 m²,90 m²,2,2,1ª,N/A,,En buen estado,500010-000822,,,Parquet,N/A,Aluminio,,,Gas natural,N/A,N/A,,1,N/A,N/A,,N/A,,N/A,,,,,N/A,,,,,,,,,N/A,,,,,,
Loft en Carrer del Montseny,AgencySL,37 €/m²,1.800 €/mes,48 m²,https://www.pisos.com/alquilar/loft-la_vila_de_gracia08012-48371609053_525584/,Anuncio actualizado el 19/02/2025,"C, C","C, C",barcelona,48 m²,48 m²,,1,2ª,N/A,,Reformado,525584-SL0349,1,,Parquet,N/A,PVC,,Frío,,,,,,,,,N/A,,N/A,N/A,,,Norte,N/A,,N/A,,,N/A,,,,,,,,,,
Piso en Santa Eulàlia,ALQUILA TU HOGAR,23 €/m²,975 €/mes,42 m²,https://www.pisos.com/alquilar/piso-hospitalet_de_llobregat_santa_eulalia08902-26745787202_100500/,Anuncio actualizado el 13/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,42 m²,,2,1,2ª,N/A,,En buen estado,SA3458-2001/20010013/33,,,Gres,,,,,,,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,
Piso en Via Augusta,INMOSERVICE BARCELONA,41 €/m²,2.450 €/mes,59 m²,https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-51681228270_100500/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,59 m²,55 m²,3,1,5ª,,Más de 50 años,,SA1366-ISBMS466/2015,,,Tarima maciza,,,,N/A,N/A,,,,,,,,N/A,,N/A,N/A,,,Noroeste,,,N/A,,,,,,N/A,,,,,,,
