nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie solar,Baños,Antigüedad,Referencia,Superficie útil,Habitaciones,Planta,Armarios empotrados,Tipo suelo,Aire acondicionado,Calefacción,Comedor,Ascensor,Terraza,Agua,Puerta blindada,Jardín,Cocina equipada,Lavadero,Orientación,Exterior,Conservación,Gastos de comunidad,Carpintería interior,Carpintería exterior,Portero automático,Adaptado a personas con movilidad reducida,Balcón,Soleado,Se aceptan mascotas,Amueblado,Tipo de casa,Garaje,Sistema de seguridad,Piscina,Chimenea,Vidrios dobles,Gas,Trastero,Teléfono,Interior,Urbanizado,Calle alumbrada,Calle asfaltada
Casa en Carrer de Guifré,ONREALE REAL ESTATE SERVICES,3.110 €/m²,463.500 €,149 m²,https://www.pisos.com/comprar/casa-gorg_progres_pep_ventura08912-40896205396_109300/,Anuncio actualizado el 26/09/2024,"E, D","E, D",badalona (BCN),149 m²,,2,Entre 20 y 30 años,EP839-ON240661,149 m²,3,,,,,,,,,,,,N/A,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Grup de la Verge de la Salut,"Punto Badal-BCN, S.L.",2.302 €/m²,175.000 €,76 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-48430984466_100500/,Anuncio actualizado el 19/10/2024,"E, E","E, E",badalona (BCN),76 m²,,1,Más de 50 años,SA3078-PB-VS175K,,3,9ª,,,N/A,,,N/A,,,,,,,Sur,N/A,En buen estado,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Pau Piferrer,"Punto Badal-BCN, S.L.",2.538 €/m²,165.000 €,65 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-50889973141_100500/,Anuncio actualizado el 30/01/2025,"E, E","E, E",badalona (BCN),65 m²,,1,Más de 50 años,SA3078-PB-PPP165K,60 m²,2,4ª,,,,,,N/A,,,,,,,Sur,N/A,En buen estado,,,,,,N/A,,,,,,,,,,,N/A,,,,,
Dúplex en Plaça de la Ciutat de San Carlos de Nicaragua,Hi Homie,3.504 €/m²,438.000 €,125 m²,https://www.pisos.com/comprar/duplex-montigala_sant_crist08917-50842310289_100500/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),125 m²,,2,Entre 20 y 30 años,SA3398-Aticoduplex,92 m²,3,3ª,,,Frío,Gas natural,,N/A,N/A,,,,,,,N/A,En buen estado,Entre 80 y 100 €,,,,,,,,,,,,Comunitaria,,,,,,,,,
Piso en Carrer de Júpiter,GC INMOBILIARIA,1.750 €/m²,140.000 €,80 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-51683907480_500120/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),80 m²,,1,,500120-30014-F,80 m²,3,1ª,,,,,,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer de Sant Bartomeu,"Punto Badal-BCN, S.L.",2.560 €/m²,274.000 €,107 m²,https://www.pisos.com/comprar/atico-llefia_artigues08913-51691875699_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",badalona (BCN),107 m²,,1,Más de 50 años,SA3078-PB-SB274K,96 m²,3,6ª,,,N/A,,,N/A,N/A,,,,,,Sur,,En buen estado,,,,,,,,,,,,,,,,,,,N/A,,,
Dúplex en Gorg-Progrés-Pep Ventura,MONAPART,4.600 €/m²,460.000 €,100 m²,https://www.pisos.com/comprar/duplex-gorg_progres_pep_ventura08912-4889838671_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),100 m²,,1,,IF76872-MP0004-2938,,2,2ª,2,Tarima flotante,,,,,N/A,,,,N/A,,,,A estrenar,,,Aluminio,,,N/A,,,,,,,,,,,N/A,,,,,
Piso en Carretera Santa Coloma,VIVANTIAL,1.381 €/m²,76.000 €,55 m²,https://www.pisos.com/comprar/piso-badalona-45851191527_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),55 m²,,,,EP618-13828-2025,55 m²,,1ª,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Aribau,Aliseda Inmobiliaria,2.030 €/m²,132.000 €,65 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-50036705818_107000/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),65 m²,,1,,AS1-24166790,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Júpiter,"Punto Badal-BCN, S.L.",1.705 €/m²,145.000 €,85 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-51724252755_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",badalona (BCN),85 m²,,1,Más de 50 años,SA3078-PB-JP145K,,3,2ª,,,N/A,,,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,N/A,,,
Piso en calle Cordova,VIVANTIAL,866 €/m²,52.000 €,60 m²,https://www.pisos.com/comprar/piso-badalona-45896408228_109300/,Anuncio actualizado el 28/01/2025,"G, F","G, F",badalona (BCN),60 m²,,,,EP618-11929-2025,60 m²,,4ª,,,,,,,,,,,,,,,A reformar,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en calle Santa Joana de Lestonnac,VIVANTIAL,644 €/m²,38.000 €,59 m²,https://www.pisos.com/comprar/piso-badalona-45841259838_109300/,Anuncio actualizado el 05/02/2025,"E, E","E, E",badalona (BCN),59 m²,,,,EP618-13963-2025,59 m²,,2ª,,,,,,,,,,,,,,,A reformar,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Marquès de Mont-Roig,HIPOGES IBERIA,1.256 €/m²,93.000 €,74 m²,https://www.pisos.com/comprar/piso-sant_roc-48370346044_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),74 m²,,,Más de 50 años,REMO-03003,74 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de l'Autonomia,HIPOGES IBERIA,1.111 €/m²,90.000 €,81 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-44262833479_100700/,Anuncio actualizado el 20/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),81 m²,,,Más de 50 años,ASRE-00060,71 m²,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Jerez de La Frontera,VIVANTIAL,1.067 €/m²,79.000 €,74 m²,https://www.pisos.com/comprar/piso-badalona-42520019526_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),74 m²,,,,EP618-11930-2025,74 m²,,6ª,,,,,,N/A,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,3.266 €/m²,245.000 €,75 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5062421883_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),75 m²,,1,,IF76872-MC0012-4414,,3,3ª,,Gres,,,,,,,,,,,Suroeste,,A estrenar,,,PVC,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de la Sagrada Família,HIPOGES IBERIA,1.311 €/m²,80.000 €,61 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-48403684171_100700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),61 m²,,,Más de 50 años,LIRE-04605,61 m²,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Llefià-Artigues,LA CASA AGENCY DEUSTO,2.151 €/m²,148.470 €,69 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-49207742349_101800/,Anuncio actualizado el 12/11/2024,"F, F","F, F",badalona (BCN),69 m²,,1,Entre 30 y 50 años,IF77097-LCB33254,,3,8ª,,,,Central,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Amadeu Vives,VIVANTIAL,1.309 €/m²,55.000 €,42 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-50062267643_109300/,Anuncio actualizado el 12/12/2024,"G, G","G, G",badalona (BCN),42 m²,,,,EP618-13953-2025,26 m²,,2ª,,,,,,,,,,,,,,,A reformar,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en calle Jerez de La Frontera,VIVANTIAL,945 €/m²,69.000 €,73 m²,https://www.pisos.com/comprar/piso-badalona-42550382846_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),73 m²,,,,EP618-11952-2025,73 m²,,8ª,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en calle Covadonga,VIVANTIAL,1.065 €/m²,65.000 €,61 m²,https://www.pisos.com/comprar/piso-badalona-45904296218_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),61 m²,,,,EP618-14156-2025,61 m²,,1ª,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Estudio en Carrer de les Eres,Hi Homie,5.322 €/m²,330.000 €,62 m²,https://www.pisos.com/comprar/estudio-badalona_centre08911-46701632287_100500/,Anuncio actualizado el 27/12/2024,"E, E","E, E",badalona (BCN),62 m²,,1,Entre 20 y 30 años,SA3398-eres1,50 m²,,Bajo,,,Frío,Gas natural,,,N/A,,,,Cocina americana,,,N/A,En buen estado,,,,,,,,,N/A,,,,,,,,,,,,,
Piso en Pasaje Pinto Fortuny,VIVANTIAL,2.022 €/m²,91.000 €,45 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-46750058398_109300/,Anuncio actualizado el 10/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),45 m²,,,,EP618-14728-2025,,,Entresuelo,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en calle Santa Joana Lestonnac,VIVANTIAL,593 €/m²,38.000 €,64 m²,https://www.pisos.com/comprar/piso-badalona-33376740365_109300/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),64 m²,,,,EP618-6067-2025,64 m²,,5ª,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Morera-Pomar,GRUPO INMOBILIARIO ORTEGA,1.575 €/m²,63.000 €,40 m²,https://www.pisos.com/comprar/piso-morera_pomar08911-51691996134_108500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),40 m²,,1,,AG584-10486,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,Hounting,2.058 €/m²,105.000 €,51 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-49216516839_100500/,Anuncio actualizado el 12/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),51 m²,,1,,SA5364-2110/21100007/68,,2,5ª,,,,,,,,N/A,,,N/A,,Norte,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Marquès de Mont-Roig,HIPOGES IBERIA,2.033 €/m²,120.000 €,59 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08918-48342984295_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),59 m²,,,Más de 50 años,AURE-31192,59 m²,,4ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Pau Piferrer,VIVANTIAL,1.048 €/m²,65.000 €,62 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-33373358026_109300/,Anuncio actualizado el 07/02/2025,"G, F","G, F",badalona (BCN),62 m²,,,,EP618-6177-2025,62 m²,,,,,,,,,,,,,,,,,A reformar,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Sant Salvador,ONREALE REAL ESTATE SERVICES,2.313 €/m²,155.000 €,67 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-44259604996_109300/,Anuncio actualizado el 15/11/2024,"G, F","G, F",badalona (BCN),67 m²,,1,Más de 50 años,EP839-ON240706,55 m²,2,Entresuelo,,,,,,,,,,,N/A,,,N/A,A reformar,,,,,,,,,,,,,,,,,,,,,,
Piso en Bonavista-Bufalà,Hounting,3.357 €/m²,413.000 €,123 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-51752657946_100500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),123 m²,,3,,SA5364-2101/21010001/2,,3,1ª,,,,,,N/A,N/A,,,,N/A,,Norte,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Calderón de la Barca,VIVANTIAL,983 €/m²,59.000 €,60 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-29257743556_109300/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),60 m²,,,,EP618-6300-2025,60 m²,,Sótano,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Carrer del General Weyler,ONREALE REAL ESTATE SERVICES,4.276 €/m²,325.000 €,76 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-32526369289_109300/,Anuncio actualizado el 26/09/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),76 m²,,2,Entre 5 y 10 años,EP839-ON240680,67 m²,3,1ª,,Tarima,,Bomba de calor,,N/A,,,,,N/A,,Este,,En buen estado,100,,N/A,,,,,,,,,,,,,,N/A,,,,,
Casa en Carrer de Pi i Gibert,HIPOGES IBERIA,1.825 €/m²,328.500 €,180 m²,https://www.pisos.com/comprar/casa-llefia_artigues08913-43355481742_100700/,Anuncio actualizado el 17/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),180 m²,180 m²,,Más de 50 años,DIRE-002473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Juli Galve Brusson,HIPOGES IBERIA,1.764 €/m²,120.000 €,68 m²,https://www.pisos.com/comprar/piso-sant_roc-51738813696_100700/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),68 m²,,,,GTRE-01041,68 m²,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Badalona,LA CASA AGENCY CASTELLDEFELS,2.232 €/m²,192.000 €,86 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-51679579794_103700/,Anuncio actualizado el 19/02/2025,"C, C","C, C",badalona (BCN),86 m²,,1,Más de 50 años,BLU1-LCB34877,,4,,,,,,,N/A,,,,,,,,N/A,En buen estado,,,,,,N/A,,N/A,,,,,,,,,,,,,,
Piso en Carrer de Càceres,HIPOGES IBERIA,714 €/m²,45.000 €,63 m²,https://www.pisos.com/comprar/piso-sant_roc-48430335221_100700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),63 m²,,,Más de 50 años,LIRE-05964,48 m²,,5ª,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Floridablanca,VIVANTIAL,1.522 €/m²,67.000 €,44 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-45840186808_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),44 m²,,,,EP618-14150-2025,44 m²,,4ª,,,,,,N/A,,,,,,,,,A reformar,,,,N/A,,,,,,,,,,,,,,,,,,
"Piso en Rambla de Sant Joan, 90",PREMIER ESPAÑA,4.954 €/m²,327.000 €,66 m²,https://www.pisos.com/comprar/piso-badalona_centre08912-4562204608_109700/,Anuncio actualizado el 18/02/2025,"A, A","A, A",badalona (BCN),66 m²,,1,,4992912-21209058,,2,,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Don Pelayo,VIVANTIAL,1.930 €/m²,195.000 €,101 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-48412002003_109300/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),101 m²,,,,EP618-13792-2025,83 m²,,2ª,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Carrer de Miquel del Prat,HIPOGES IBERIA,1.197 €/m²,97.000 €,81 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-49227822476_100700/,Anuncio actualizado el 14/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),81 m²,,,Más de 50 años,REMO-00689,81 m²,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Juan Valera,VIVANTIAL,1.072 €/m²,74.000 €,69 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-38339182400_109300/,Anuncio actualizado el 28/01/2025,"E, E","E, E",badalona (BCN),69 m²,,,,EP618-11584-2025,69 m²,,3ª,,,,,,,,,,,,,,,A reformar,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Carrer de Pablo Iglesias,HIPOGES IBERIA,1.095 €/m²,69.000 €,63 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-49179208530_100700/,Anuncio actualizado el 20/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),63 m²,,,Más de 50 años,BRRE-00057,63 m²,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Morera-Pomar,Hounting,2.283 €/m²,169.000 €,74 m²,https://www.pisos.com/comprar/piso-morera_pomar08915-49264356785_100500/,Anuncio actualizado el 07/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),74 m²,,1,,SA5364-2110/21100007/32,,3,3ª,,,,,,,,N/A,,,N/A,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,2.987 €/m²,245.000 €,82 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5045940045_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),82 m²,,1,,IF76872-MC0012-4414,,3,Bajo,,Gres,,,,,N/A,,,,,,,,A estrenar,,,PVC,,,,,,,,,,,,,,,,,,,
Piso en Dreta de L´Eixample,BEST HOUSE BARCELONA SANTS,192.857 €/m²,2.700.000 €,14 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-49256653633_100500/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),14 m²,,3,Más de 50 años,SA431-746382/5661,278 m²,5,3ª,1,,N/A,,,N/A,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,Hounting,1.710 €/m²,195.000 €,114 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-45090949122_100500/,Anuncio actualizado el 29/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),114 m²,,2,,SA5364-2110/21100007/11,,4,2ª,,Tarima flotante,,,,,,N/A,N/A,,N/A,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Marquès de Mont-Roig,HIPOGES IBERIA,1.349 €/m²,85.000 €,63 m²,https://www.pisos.com/comprar/piso-sant_roc-43409111202_100700/,Anuncio actualizado el 07/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),63 m²,,,Más de 50 años,CCRE-0302,58 m²,,5ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Gr Verge La Salut,HIPOGES IBERIA,1.796 €/m²,106.000 €,59 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-48347583006_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),59 m²,,,Más de 50 años,AURE-31191,59 m²,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Calderón de la Barca,HIPOGES IBERIA,1.129 €/m²,62.100 €,55 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-48383046293_100700/,Anuncio actualizado el 20/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),55 m²,,,Más de 50 años,AURE-30299,50 m²,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Floridablanca,HIPOGES IBERIA,1.311 €/m²,74.750 €,57 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-49222115106_100700/,Anuncio actualizado el 08/11/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),57 m²,,,Más de 50 años,LIRE-04366,57 m²,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,4.085 €/m²,335.000 €,82 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5020845997_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),82 m²,,2,,IF76872-MC0012-4414,,3,4ª,,Gres,,,,,N/A,,,,,,,,A estrenar,,,PVC,,,N/A,,,,,,,,,,,,,,,,
"Piso en Carrer del Dipòsit, nº .",Housfy real Estate,2.364 €/m²,174.990 €,74 m²,https://www.pisos.com/comprar/piso-morera_pomar08915-49250715379_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),74 m²,,1,,EP442-831555,74 m²,2,3ª,,,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
Piso en Carrer de Floridablanca,Aliseda Inmobiliaria,1.360 €/m²,68.000 €,50 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41708624877_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),50 m²,,1,,AN1-ANT00030664569,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça de la Constitució,Aliseda Inmobiliaria,2.700 €/m²,270.000 €,100 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-41673664441_105900/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),100 m²,,,,AN1-ANT00047722450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Calderón de la Barca, 61",Agencia no disponible,2.083 €/m²,100.000 €,48 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-51751898418_109800/,Anuncio actualizado el 07/02/2025,"E, E","E, E",badalona (BCN),48 m²,,1,Entre 30 y 50 años,21772032,,2,Bajo,,Gres,,,,,,,N/A,,,,,,En buen estado,Entre 10 y 20 €,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Pau Piferrer,Aliseda Inmobiliaria,1.850 €/m²,124.000 €,67 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41686407801_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),67 m²,,,,AN1-ANT00030678701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Ausiàs March,Aliseda Inmobiliaria,2.375 €/m²,142.500 €,60 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-41762145760_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),60 m²,,,,AN1-ANT00030678940,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Còrdova,Aliseda Inmobiliaria,924 €/m²,56.400 €,61 m²,https://www.pisos.com/comprar/piso-sant_roc-41732789518_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),61 m²,,,,AN1-ANT00047720755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Nàpols,Aliseda Inmobiliaria,1.767 €/m²,99.000 €,56 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41757492753_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),56 m²,,,,AN1-ANT00030678804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Europa,Aliseda Inmobiliaria,2.386 €/m²,157.500 €,66 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-49263966842_105900/,Anuncio actualizado el 21/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),66 m²,,,,AN1-ANT00030653180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Milà,Aliseda Inmobiliaria,1.692 €/m²,162.500 €,96 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-41754498789_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),96 m²,,,,AN1-ANT00030678952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avinguda de Lloreda, 1",Agencia no disponible,2.828 €/m²,280.000 €,99 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-51678428191_109800/,Anuncio actualizado el 05/02/2025,"D, D","D, D",badalona (BCN),99 m²,,1,Entre 30 y 50 años,21760051,82 m²,3,2ª,,,,,,,,,,,,,,,En buen estado,N/A,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carretera Antiga de València,Aliseda Inmobiliaria,2.336 €/m²,142.500 €,61 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-41719373160_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),61 m²,,,,AN1-ANT00030648445,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Morera,Aliseda Inmobiliaria,2.138 €/m²,224.500 €,105 m²,https://www.pisos.com/comprar/piso-morera_pomar08915-41746698129_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),105 m²,,,,AN1-ANT00030678982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida Listz,Aliseda Inmobiliaria,1.882 €/m²,120.500 €,64 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-41759567598_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),64 m²,,1,,AN1-ANT00030678483,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
