nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Aire acondicionado,Calefacción,Garaje,Terraza,Jardín,Piscina,Superficie útil,Planta,Gastos de comunidad,Tipo suelo,Trastero,Puerta blindada,Ascensor,Balcón,Orientación,Exterior,Amueblado,Carpintería interior,Vidrios dobles,Carpintería exterior,Teléfono,Cocina equipada,Comedor,Portero automático,Sistema de seguridad,Soleado,Se aceptan mascotas,Superficie solar,Urbanizado,Armarios empotrados,Gas,Lavadero,Adaptado a personas con movilidad reducida,Agua,Chimenea,Tipo de casa,Luz,Calle alumbrada,Calle asfaltada,Interior,No se aceptan mascotas
Piso en Carrer de Revall,VIVANTIAL,1.471 €/m²,78.000 €,53 m²,https://www.pisos.com/comprar/piso-martorell_centro_urbano-50894727013_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),53 m²,,,,,EP618-15089-2045,,,,,,,46 m²,Bajo,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Lluís,Aliseda Inmobiliaria,2.462 €/m²,133.000 €,54 m²,https://www.pisos.com/comprar/piso-cornella_de_llobregat_centre-47574022336_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),54 m²,,,,,AN1-ANT00030683693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Marianao,Corp Promotores,4.285 €/m²,300.000 €,70 m²,https://www.pisos.com/comprar/piso-marianao-5093919278_109700/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),70 m²,2,2,,A estrenar,4994285-21697737,,,,,,,,1ª,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Canal,VIVANTIAL,2.594 €/m²,179.000 €,69 m²,https://www.pisos.com/comprar/piso-sagnier_placa_de_catalunya-45883046409_109300/,Anuncio actualizado el 28/01/2025,"F, E","F, E",baix_llobregat (BCN),69 m²,,,,A reformar,EP618-11924-2025,,,,,,,69 m²,1ª,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer de Revall,VIVANTIAL,1.250 €/m²,110.000 €,88 m²,https://www.pisos.com/comprar/piso-martorell_centro_urbano-50903936340_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),88 m²,,,,,EP618-15091-2025,,,,,,,76 m²,2ª,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer de Revall,VIVANTIAL,1.307 €/m²,119.000 €,91 m²,https://www.pisos.com/comprar/piso-martorell_centro_urbano-50917190912_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),91 m²,,,,,EP618-15096-2023,,,,N/A,,,78 m²,3ª,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer de l'Eucaliptus,Aliseda Inmobiliaria,1.763 €/m²,107.600 €,61 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-41668920518_105900/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),61 m²,,,,,AN1-ANT00030684405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Montserrat,VIVANTIAL,1.409 €/m²,93.000 €,66 m²,https://www.pisos.com/comprar/piso-martorell_centro_urbano-42571944846_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),66 m²,,,,,EP618-13616-2045,,,,,,,59 m²,Bajo,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer de Revall,VIVANTIAL,1.352 €/m²,119.000 €,88 m²,https://www.pisos.com/comprar/piso-martorell_centro_urbano-50929295818_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),88 m²,,,,,EP618-15094-2025,,,,,,,76 m²,3ª,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer de Revall,VIVANTIAL,1.471 €/m²,78.000 €,53 m²,https://www.pisos.com/comprar/piso-martorell_centro_urbano-50879740477_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),53 m²,,,,,EP618-15042-2025,,,,,,,46 m²,1ª,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer de Revall,VIVANTIAL,1.500 €/m²,87.000 €,58 m²,https://www.pisos.com/comprar/piso-martorell_centro_urbano-50865082279_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),58 m²,,,,,EP618-15092-2025,,,,,,,50 m²,2ª,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer Uruguai,HIPOGES IBERIA,1.450 €/m²,236.500 €,163 m²,https://www.pisos.com/comprar/piso-vallirana_centro_urbano-48394800020_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),163 m²,,,Entre 30 y 50 años,,REMO-00253,,,,,,,163 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en calle Geofred Tassio 2A-2C-2D,HIPOGES IBERIA,2.336 €/m²,514.135 €,220 m²,https://www.pisos.com/comprar/casa_adosada-torrelles_de_llobregat_centro_urbano-43433007028_100700/,Anuncio actualizado el 25/12/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),220 m²,,,,,SBRE-0111719,,,,,,,173 m²,,,,,,,,,,,,,,,,,,,,,220 m²,,,,,,,,Adosada,,,,,
Piso en Carrer de Revall,VIVANTIAL,1.341 €/m²,110.000 €,82 m²,https://www.pisos.com/comprar/piso-martorell_centro_urbano-50855731855_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),82 m²,,,,,EP618-15093-2025,,,,,,,71 m²,2ª,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
"Piso en Carrer de Bonestar, 37",Agencia no disponible,2.600 €/m²,390.000 €,150 m²,https://www.pisos.com/comprar/piso-la_gavarra-48385079459_109800/,Anuncio actualizado el 29/10/2024,"B, B","B, B",baix_llobregat (BCN),150 m²,4,2,Más de 50 años,A reformar,21534045,Frío y calor,,,N/A,,,125 m²,Bajo,Más de 100 €,,,N/A,N/A,,,N/A,N/A,,,,,,,,,N/A,,,,,,N/A,N/A,,,,,,,,
Casa adosada en Carrer de Rutlla,Aliseda Inmobiliaria,1.632 €/m²,271.001 €,166 m²,https://www.pisos.com/comprar/casa_adosada-sant_boi_de_llobregat_centre-43398755118_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),166 m²,4,3,,,AN1-ANT00035706717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,
Casa en Carrer del Puig Vicenç,HIPOGES IBERIA,1.860 €/m²,180.500 €,97 m²,https://www.pisos.com/comprar/casa-torrelles_de_llobregat_centro_urbano-48356623795_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),97 m²,,,Más de 50 años,,AURE-31000,,,,,N/A,,97 m²,,,,,,,,,,,,,,,,,,,,,97 m²,,,,,,,,,,,,,
Piso en Passatge de la Cerdanya,VIVANTIAL,3.083 €/m²,111.000 €,36 m²,https://www.pisos.com/comprar/piso-zona_de_estacio-49201590116_109300/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),36 m²,,,,,EP618-13758-2025,,,,,,,36 m²,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer del Taio,HIPOGES IBERIA,3.666 €/m²,319.000 €,87 m²,https://www.pisos.com/comprar/casa-castellvi_de_rosanes_centro_urbano-44208003647_100700/,Anuncio actualizado el 24/05/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),87 m²,,,,,EXRE-00146,,,,N/A,N/A,N/A,74 m²,,,,,,,,,,,,,,,,,,,,,87 m²,,,,,,,N/A,,,,,,
Piso en Avenida Maladeta,Aliseda Inmobiliaria,2.187 €/m²,140.000 €,64 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08906-47579365558_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),64 m²,,,,,AN1-ANT00030684375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer del Comte Ramon Berenguer,HIPOGES IBERIA,1.187 €/m²,299.160 €,252 m²,https://www.pisos.com/comprar/casa-santa_coloma_de_cervello_centro_urbano-48381361872_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),252 m²,,,Entre 30 y 50 años,,AURE-30781,,,,,N/A,N/A,252 m²,,,,N/A,,,,,,,,,,,,,,,,,252 m²,,,,,,,,,,,,,
Piso en Avinguda de Francesc Marimon,HIPOGES IBERIA,218 €/m²,76.391 €,350 m²,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-48357341000_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),350 m²,,,Entre 30 y 50 años,,DKRE-00041,,,,,,,350 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Molins de Rei,Engel & Völkers MMC Barcelona,580 €/m²,290.000 €,500 m²,https://www.pisos.com/comprar/casa-molins_de_rei_centro_urbano-51725811095_101800/,Anuncio actualizado el 20/02/2025,"E, E","E, E",baix_llobregat (BCN),500 m²,6,5,,,IF76306-I-00Z20G-W-02YW05,,Central,1,N/A,Privado,Propia,,,,,N/A,,,,,,,,,,,,,,,,,1.033 m²,,1,,,,,,,,,,,
Chalet en Carrer Major,ECOSET SERVEIS IMMOBILIARIS,2.100 €/m²,105.000 €,50 m²,https://www.pisos.com/comprar/chalet-vallirana_centro_urbano-51750614467_528389/,Anuncio actualizado el 20/02/2025,"D, C","D, C",baix_llobregat (BCN),50 m²,2,1,Entre 30 y 50 años,A reformar,4528389-008930,,,,,Privado,,40 m²,,,Terrazo,,,,,Sur,,,,,,,N/A,N/A,,,,N/A,815 m²,N/A,,,,,,N/A,,,N/A,N/A,,
Apartamento en Almeda,Engel & Völkers MMC Barcelona,3.202 €/m²,490.000 €,153 m²,https://www.pisos.com/comprar/apartamento-almeda-51667442620_101800/,Anuncio actualizado el 20/02/2025,"E, E","E, E",baix_llobregat (BCN),153 m²,4,3,Entre 20 y 30 años,,IF76306-I-00Z1TT-W-02YQ91,,,1,,,,,2ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Gavà Mar,Engel & Völkers MMC Barcelona,7.475 €/m²,3.775.000 €,505 m²,https://www.pisos.com/comprar/casa-gava_mar-51721422456_101800/,Anuncio actualizado el 20/02/2025,"E, E","E, E",baix_llobregat (BCN),505 m²,6,4,Entre 20 y 30 años,,IF76306-I-00Z20X-W-02VJ8X,,Central,1,N/A,Privado,Propia,,,,,N/A,,,,,,,,,,,N/A,,,,,,832 m²,,1,,N/A,,,,,,,,,
Casa en Gavà Mar,Engel & Völkers MMC Barcelona,11.392 €/m²,5.400.000 €,474 m²,https://www.pisos.com/comprar/casa-gava_mar-51692237165_101800/,Anuncio actualizado el 20/02/2025,"E, E","E, E",baix_llobregat (BCN),474 m²,6,4,,,IF76306-I-00YSI7-W-02XOUT,,Central,1,N/A,Privado,Propia,,,,,N/A,,,,,,,,,,,,,,,,,2.380 m²,,1,,N/A,,,,,,,,,
Apartamento en El Mas Ratés-La Montserratina-El Ginestar,Engel & Völkers MMC Barcelona,2.913 €/m²,335.000 €,115 m²,https://www.pisos.com/comprar/apartamento-el_mas_rates_la_montserratina_el_ginestar-51721194427_101800/,Anuncio actualizado el 20/02/2025,"E, E","E, E",baix_llobregat (BCN),115 m²,3,2,Entre 20 y 30 años,,IF76306-I-00Z20M-W-02YSL9,,Central,1,N/A,,Propia,,,,,N/A,,N/A,,,,N/A,,,,,N/A,,,,,,,,1,,N/A,,,,,,,,,
Piso en Carrer de Joaquim Rubió i Ors,O´DONELL FINQUES,3.581 €/m²,394.000 €,110 m²,https://www.pisos.com/comprar/piso-cornella_de_llobregat_centre-51720175203_101800/,Anuncio actualizado el 20/02/2025,"F, F","F, F",baix_llobregat (BCN),110 m²,4,2,Entre 20 y 30 años,,IF77012-a3696,,Central,1,,,,,2ª,,,N/A,N/A,N/A,,,,N/A,,,,,N/A,,,,,,,,1,,N/A,,,,,,,,,
Piso en Carrer Marinada,FINCAS LARPE,2.226 €/m²,167.000 €,75 m²,https://www.pisos.com/comprar/piso-sant_vicenc_dels_horts_centro_urbano-51710152504_500732/,Anuncio actualizado el 20/02/2025,"E, E","E, E",baix_llobregat (BCN),75 m²,3,1,Más de 50 años,En buen estado,500732-01026,,,,,,,62 m²,1ª,,Parquet,,,N/A,N/A,,N/A,,,,Aluminio,,Office,Independiente,N/A,,,,,,,,Amplio,,,,,,,,,
"Piso en Passatge de Santa Eulàlia, 14",ESTRENUS,5.056 €/m²,450.000 €,89 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-5256992008_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),89 m²,3,2,,A estrenar,4529415-21796145,,,,N/A,,,,5ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Jordi,Neinor Homes,5.207 €/m²,463.500 €,89 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-42514153715_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),89 m²,4,2,,A estrenar,-2364,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Passatge de Santa Eulàlia, 14",ESTRENUS,5.108 €/m²,470.000 €,92 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-5183471247_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),92 m²,4,2,,A estrenar,4529415-21796150,,,,N/A,,,,2ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa en Carrer General O'Donnell, 40",ESTRENUS,3.096 €/m²,576.000 €,186 m²,https://www.pisos.com/comprar/casa-sant_boi_de_llobregat_centre-5122918903_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),186 m²,3,3,,A estrenar,4529415-21744722,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Jordi,Neinor Homes,5.161 €/m²,480.000 €,93 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-45900383121_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),93 m²,4,2,,A estrenar,-2364,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Carrer de Sant Jordi,Neinor Homes,5.398 €/m²,496.700 €,92 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-42591866459_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),92 m²,4,2,,A estrenar,-2364,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Plaça Catalunya, 25",ESTRENUS,3.568 €/m²,492.500 €,138 m²,https://www.pisos.com/comprar/piso-vinyets_moli_vell-5150080530_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),138 m²,3,2,,A estrenar,4529415-21743247,,,N/A,N/A,,,,3ª,,Tarima flotante,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Jordi,Neinor Homes,5.132 €/m²,395.200 €,77 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-50084348623_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),77 m²,3,2,,A estrenar,-2364,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Passatge de Santa Eulàlia, 14",ESTRENUS,5.050 €/m²,500.000 €,99 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-5227739732_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),99 m²,4,2,,A estrenar,4529415-21796158,,,,N/A,,,,3ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Plaça Catalunya, 25",ESTRENUS,2.110 €/m²,268.000 €,127 m²,https://www.pisos.com/comprar/piso-vinyets_moli_vell-5096304230_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),127 m²,1,1,,A estrenar,4529415-21743116,,,N/A,N/A,,,,Bajo,,Tarima flotante,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
"Piso en Passatge de Santa Eulàlia, 14",ESTRENUS,5.108 €/m²,470.000 €,92 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-5223875069_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),92 m²,3,2,,A estrenar,4529415-21796168,,,,N/A,,,,4ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Plaça Catalunya, 25",ESTRENUS,3.642 €/m²,448.000 €,123 m²,https://www.pisos.com/comprar/piso-vinyets_moli_vell-5135751041_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),123 m²,3,2,,A estrenar,4529415-21743252,,,N/A,N/A,,,,5ª,,Tarima flotante,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Jordi,Neinor Homes,4.959 €/m²,411.600 €,83 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-45853160568_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),83 m²,3,2,,A estrenar,-2364,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Carrer de Sant Antoni Maria Claret,Neinor Homes,5.932 €/m²,439.000 €,74 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-45080961116_109700/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),74 m²,3,2,,A estrenar,-2359,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Passatge de Santa Eulàlia, 14",ESTRENUS,5.543 €/m²,510.000 €,92 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-5182294710_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),92 m²,4,2,,A estrenar,4529415-21796154,,,,N/A,,,,6ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Passatge de Santa Eulàlia, 14",ESTRENUS,5.252 €/m²,520.000 €,99 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-5185029304_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),99 m²,4,2,,A estrenar,4529415-21796160,,,,N/A,,,,5ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Plaça Catalunya, 25",ESTRENUS,2.092 €/m²,475.000 €,227 m²,https://www.pisos.com/comprar/piso-vinyets_moli_vell-5144677559_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),227 m²,4,2,,A estrenar,4529415-21743177,,,N/A,N/A,,,,Bajo,,Tarima flotante,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
"Piso en Carrer d'En Domènec, 32",ESTRENUS,4.310 €/m²,375.000 €,87 m²,https://www.pisos.com/comprar/piso-sant_joan_despi_centro_urbano08970-5101142157_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),87 m²,2,2,,A estrenar,4529415-21744516,,,,,,,,1ª,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carretera de Cornellà,Neinor Homes,6.061 €/m²,315.200 €,52 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-50920547847_109700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),52 m²,2,1,,A estrenar,-2361,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
"Piso en Plaça Catalunya, 25",ESTRENUS,3.605 €/m²,497.500 €,138 m²,https://www.pisos.com/comprar/piso-vinyets_moli_vell-5098820758_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),138 m²,3,2,,A estrenar,4529415-21743250,,,N/A,N/A,,,,4ª,,Tarima flotante,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
"Piso en Plaça Catalunya, 25",ESTRENUS,3.743 €/m²,269.500 €,72 m²,https://www.pisos.com/comprar/piso-vinyets_moli_vell-5124374299_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),72 m²,2,1,,A estrenar,4529415-21743199,,,N/A,N/A,,,,2ª,,Tarima flotante,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carretera de Cornellà,Neinor Homes,5.526 €/m²,397.900 €,72 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-50854880289_109700/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),72 m²,3,2,,A estrenar,-2361,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Plaça Catalunya, 25",ESTRENUS,3.246 €/m²,269.500 €,83 m²,https://www.pisos.com/comprar/piso-vinyets_moli_vell-5084269140_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),83 m²,2,1,,A estrenar,4529415-21743215,,,N/A,N/A,,,,1ª,,Tarima flotante,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
"Dúplex en Carrer d'En Domènec, 32",ESTRENUS,4.722 €/m²,510.000 €,108 m²,https://www.pisos.com/comprar/duplex-sant_joan_despi_centro_urbano08970-5151035095_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),108 m²,3,2,,A estrenar,4529415-21744519,,,,N/A,,,,2ª,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Plaça Catalunya, 25",ESTRENUS,3.419 €/m²,448.000 €,131 m²,https://www.pisos.com/comprar/piso-vinyets_moli_vell-5119663964_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),131 m²,3,2,,A estrenar,4529415-21743314,,,N/A,N/A,,,,5ª,,Tarima flotante,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carretera de Cornellà,Neinor Homes,5.415 €/m²,389.900 €,72 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-50900088254_109700/,Anuncio actualizado el 18/01/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),72 m²,3,2,,A estrenar,-2361,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Passatge de Santa Eulàlia, 14",ESTRENUS,5.168 €/m²,460.000 €,89 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-5209826631_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),89 m²,3,2,,A estrenar,4529415-21796146,,,,N/A,,,,6ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carretera de Cornellà,Neinor Homes,6.093 €/m²,292.500 €,48 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-50857073960_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),48 m²,2,1,,A estrenar,-2361,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
Piso en Carretera de Cornellà,Neinor Homes,6.044 €/m²,368.700 €,61 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-50924214719_109700/,Anuncio actualizado el 29/01/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),61 m²,3,2,,A estrenar,-2361,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Carrer de Sant Jordi,Neinor Homes,6.732 €/m²,356.800 €,53 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-51709947715_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),53 m²,2,1,,A estrenar,-2364,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
Piso en Carretera de Cornellà,Neinor Homes,5.949 €/m²,327.200 €,55 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-50922361844_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),55 m²,2,1,,A estrenar,-2361,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
"Piso en Passatge de Santa Eulàlia, 14",ESTRENUS,4.949 €/m²,490.000 €,99 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-5234618111_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),99 m²,4,2,,A estrenar,4529415-21796157,,,,N/A,,,,2ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
