nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Planta,Conservación,Referencia,Ascensor,Terraza,Superficie útil,Exterior,Antigüedad,Gastos de comunidad,Carpintería interior,Tipo suelo,Carpintería exterior,Gas,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Lavadero,Balcón,Orientación,Garaje,Piscina,Armarios empotrados,Vidrios dobles,Puerta blindada,Urbanizado,Calle alumbrada,Calle asfaltada,Agua,Superficie solar,Trastero,Jardín,Sistema de seguridad,Soleado,Se aceptan mascotas,Chimenea,Portero automático,Adaptado a personas con movilidad reducida,Interior,Tipo de casa,Teléfono,Amueblado,Luz,No se aceptan mascotas
Casa en Carrer de Paco Mutlló,GESFIME,2.378 €/m²,490.000 €,206 m²,https://www.pisos.com/comprar/casa-la_creu_alta08208-48395599047_100500/,Anuncio actualizado el 17/02/2025,"E, E","E, E",valles_occidental_sud (BCN),206 m²,5,2,,,SA892-GESR952/4521,,N/A,205 m²,,Más de 50 años,,,,,,N/A,N/A,,N/A,,,,1,,1,,,,,,N/A,,,,,,,,,,,,,,,
Piso en Carrer de Narcís Giralt,GESFIME,1.807 €/m²,459.000 €,254 m²,https://www.pisos.com/comprar/piso-centre_covadonga_centre08202-47555954837_100500/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),254 m²,5,3,2ª,,SA892-GESV10686/4521,N/A,N/A,156 m²,,Entre 30 y 50 años,,,Parquet,,,N/A,Gas natural,,N/A,,N/A,Este,1,,1,,N/A,,,,N/A,,,,N/A,,,,,,,,N/A,,,
Piso en Carrer de Sant Ferran,CEDOS,2.929 €/m²,290.000 €,99 m²,https://www.pisos.com/comprar/piso-distrito_gracia08205-50910976324_370400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),99 m²,3,2,1ª,A estrenar,3704-012027-12,N/A,,81 m²,N/A,Menos de 5 años,,,Parquet,PVC,,Aerotermia,Central,N/A,N/A,N/A,N/A,Sur,,,,N/A,N/A,,,,,,,,,N/A,,,,,,,N/A,,,
Piso en Vallés Occidental,IAD ESPAÑA,5.869 €/m²,540.000 €,92 m²,https://www.pisos.com/comprar/piso-martinica_ateneu-50843757165_108700/,Anuncio actualizado el 02/01/2025,"A, A","A, A",valles_occidental_sud (BCN),92 m²,3,2,,,UVC882-30986,N/A,N/A,92 m²,,Menos de 5 años,,,,,,N/A,N/A,,,,N/A,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Carrer del General Prim,GROCASA,4.164 €/m²,329.000 €,79 m²,https://www.pisos.com/comprar/piso-eixample_torreblanca08172-50840980650_109300/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),79 m²,4,1,2ª,,EP743-1714645,N/A,,77 m²,,Entre 30 y 50 años,,,Cerámico,Aluminio,,N/A,Individual,Office,,N/A,N/A,Ne,,,,,N/A,,,,,,,,,,,,,,,,,N/A,,
"Piso en Carrer de Juan Ramón Jiménez, nº .",Housfy real Estate,2.373 €/m²,159.000 €,67 m²,https://www.pisos.com/comprar/piso-mercat-51743318847_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),67 m²,2,1,5ª,,EP442-844453,,N/A,62 m²,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Centre,Tu Mejor Hogar,1.750 €/m²,392.000 €,224 m²,https://www.pisos.com/comprar/casa_adosada-rubi_centre-49254026374_100500/,Anuncio actualizado el 28/11/2024,"D, D","D, D",valles_occidental_sud (BCN),224 m²,4,2,,En buen estado,SA3046-TMH-232,,N/A,202 m²,,Entre 30 y 50 años,,,,,,Frío,Eléctrica,,,,,,1,,,,,,,,,90 m²,,,,,,,,,,Adosada,,,,
Piso en Carretera de Terrassa,HELLOFINCA.,4.244 €/m²,199.500 €,47 m²,https://www.pisos.com/comprar/piso-sabadell_can_gambus08205-49242145384_527713/,Anuncio actualizado el 24/01/2025,"C, C","C, C",valles_occidental_sud (BCN),47 m²,1,1,Bajo,En buen estado,527713-000016,N/A,N/A,46 m²,N/A,Entre 10 y 20 años,Entre 20 y 40 €,,Parquet,,,Frío y calor,,N/A,N/A,,,Sureste,,Comunitaria,1,,,,,,,,N/A,Comunitario,N/A,N/A,N/A,,N/A,N/A,,,,,,
Piso en Eixample,IMMOHABITAT,2.727 €/m²,240.000 €,88 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-50912300188_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),88 m²,3,2,Bajo,,SA744-I8109/2613,,,80 m²,,,,,,,,N/A,N/A,,,,,Sureste,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa en Carretera de Rubí a Ullastrell,CEDOS,2.056 €/m²,329.000 €,160 m²,https://www.pisos.com/comprar/casa-sant_muc_castellnou_can_mir-50047886896_370400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),160 m²,4,2,,En buen estado,3704-019142-api-8,,N/A,120 m²,,Entre 10 y 20 años,,N/A,Gres,Aluminio,N/A,Frío y calor,Gas natural,N/A,N/A,N/A,,Sur,Más de 2,,1,N/A,N/A,N/A,N/A,N/A,,502 m²,,,,,N/A,,,,,,,,,
Piso en Fontetes-Carretera de Barcelona,NOVA RAMBLA,2.441 €/m²,166.000 €,68 m²,https://www.pisos.com/comprar/piso-fontetes_carretera_de_barcelona-50876016957_501047/,Anuncio actualizado el 12/02/2025,"E, E","E, E",valles_occidental_sud (BCN),68 m²,3,1,2ª,En buen estado,501047-0021113-C,,,67 m²,,Más de 50 años,,Embero,Gres,Aluminio,,,,9 m²,22 m²,En cocina,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle Delcano,VIVANTIAL,942 €/m²,99.000 €,105 m²,https://www.pisos.com/comprar/piso-espronceda_campoamor_campoamor08205-29219775197_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),105 m²,,,1ª,,EP618-5484-2025,N/A,,105 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Casa en Carrer de la Travessera,HELLOFINCA.,2.396 €/m²,465.000 €,194 m²,https://www.pisos.com/comprar/casa-sant_quirze_del_valles_centro_urbano-50876308259_527713/,Anuncio actualizado el 24/01/2025,"F, F","F, F",valles_occidental_sud (BCN),194 m²,4,1,,En buen estado,4527713-000052,,N/A,160 m²,,Más de 50 años,,,Gres,Aluminio,,,,Amplio con comedor propio,Exterior soleado,,,Sureste,1,,Más de 2,N/A,N/A,N/A,N/A,N/A,,,,Privado,,,N/A,,,,,,,,,
Piso en Les Termes,GESFIME,2.500 €/m²,150.000 €,60 m²,https://www.pisos.com/comprar/piso-les_termes08204-50844160932_100500/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),60 m²,2,1,2ª,,SA892-8142/4521,,,54 m²,,Más de 50 años,,,Parquet,,,N/A,N/A,,,,,Sur,,,,,,,,,N/A,,,,,,,,,,,,,,,
Dúplex en Carrer de Borgonyó,"FINCAMPS, AICAT NUM. 212",3.290 €/m²,329.000 €,100 m²,https://www.pisos.com/comprar/duplex-centre_covadonga_hostafrancs08206-45874714095_500190/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),100 m²,4,2,2ª,A estrenar,500190-051437,N/A,"43,65m²",82 m²,N/A,Menos de 5 años,,Lacada blanca,Parquet,Aluminio,,Aerotérmia,,,,,,Norte,,,1,N/A,N/A,,,,,,N/A,,,,,,N/A,N/A,,,,,,
Piso en Ronda Jean Monnet,"FINCAMPS, AICAT NUM. 212",3.335 €/m²,477.000 €,143 m²,https://www.pisos.com/comprar/piso-sabadell_can_gambus08205-50015012548_500190/,Anuncio actualizado el 17/12/2024,"A, A","A, A",valles_occidental_sud (BCN),143 m²,2,2,Bajo,En buen estado,500190-051475,N/A,N/A,68 m²,N/A,Menos de 5 años,Entre 80 y 100 €,N/A,Parquet,Aluminio,,Frío y calor,Central,N/A,N/A,,,Norte,1,Gimnasio comunitario,Más de 2,N/A,,,,,,,N/A,,,N/A,N/A,,N/A,N/A,,,,,,
Piso en Carrer dels Reis Catòlics,HIPOGES IBERIA,826 €/m²,64.500 €,78 m²,https://www.pisos.com/comprar/piso-la_creu_de_barbera08204-50002550099_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),78 m²,,,3ª,,KIRE-0868,,,68 m²,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Eixample,GESFIME,2.598 €/m²,395.000 €,152 m²,https://www.pisos.com/comprar/duplex-eixample_sant_oleguer08203-28351121155_100500/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),152 m²,3,3,Bajo,,SA892-7849/4521,N/A,,130 m²,,Entre 20 y 30 años,,,Mármol,,,N/A,N/A,,,,,Norte,,,1,,,,,,N/A,,N/A,,,,,,,,,,N/A,,,
Piso en Junto Fcg y Renfe. Próximo A Todos los Servicios.,donpiso Central,1.966 €/m²,238.000 €,121 m²,https://www.pisos.com/comprar/piso-ca_noriac08207-49187655989_109100/,Anuncio actualizado el 16/01/2025,"E, E","E, E",valles_occidental_sud (BCN),121 m²,4,1,1ª,,FE4-288646,N/A,,87 m²,Exterior calle,,Entre 60 y 80 €,,Terrazo,Madera,Otra compañía,,N/A,,,,N/A,Suroreste,,,,,,,,,,,,,,Por la mañana,,,,,,,,,,
Piso en Avenida Joaquin Bartrina,Aliseda Inmobiliaria,1.580 €/m²,96.400 €,61 m²,https://www.pisos.com/comprar/piso-mercat-41748165562_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),61 m²,3,1,,,AN1-ANT00020717904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Gandhi,"FINCAMPS, AICAT NUM. 212",2.081 €/m²,795.000 €,382 m²,https://www.pisos.com/comprar/casa-castellarnau08206-45919333426_500190/,Anuncio actualizado el 13/02/2025,"E, E","E, E",valles_occidental_sud (BCN),382 m²,4,4,,En buen estado,500190-060536,,N/A,382 m²,,Entre 20 y 30 años,,,Gres,Aluminio,,Frío,Gasoil,N/A,,N/A,,Sureste,Más de 2,Propia,Más de 2,,,,,,,620 m²,,Privado,,,N/A,N/A,,N/A,,,N/A,,,
Piso en Carrer d'Archidona,Aliseda Inmobiliaria,1.116 €/m²,67.000 €,60 m²,https://www.pisos.com/comprar/piso-can_puiggener08208-41676370506_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),60 m²,3,1,,,AN1-ANT00047720296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Ps Espronceda D',HIPOGES IBERIA,1.617 €/m²,110.000 €,68 m²,https://www.pisos.com/comprar/piso-la_creu_de_barbera08204-48353347375_100700/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),68 m²,,,4ª,,ALRE-07331,,,61 m²,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en A Un Minuto de La Rambla,donpiso Central,3.539 €/m²,315.000 €,89 m²,https://www.pisos.com/comprar/piso-centre_covadonga_centre08201-48396459771_109100/,Anuncio actualizado el 30/01/2025,"E, E","E, E",valles_occidental_sud (BCN),89 m²,4,2,1ª,,FE4-283571,N/A,,82 m²,,,Entre 40 y 60 €,,Gres,Aluminio,Otra compañía,Con bomba de calor,N/A,,,,N/A,Sureste,,,,,,,,,,,,,,Por la mañana,,,,,N/A,,,N/A,,
Piso en Carrer de Casp,Aliseda Inmobiliaria,1.116 €/m²,96.000 €,86 m²,https://www.pisos.com/comprar/piso-les_termes08204-37583464206_107000/,Anuncio actualizado el 21/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),86 m²,,,,,AS1-52904741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Barberà del Vallès,GRUPO INMOBILIARIO ORTEGA,2.288 €/m²,160.200 €,70 m²,https://www.pisos.com/comprar/piso-barbera_del_valles_centro_urbano-45018467306_108500/,Anuncio actualizado el 27/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),70 m²,3,1,,,AG584-11399,,,70 m²,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,NOVA RAMBLA,2.878 €/m²,308.000 €,107 m²,https://www.pisos.com/comprar/piso-ripollet_centre-97523403915_501047/,Anuncio actualizado el 20/02/2025,"F, E","F, E",valles_occidental_sud (BCN),107 m²,3,2,Bajo,En buen estado,501047-0020737,N/A,37 m²,107 m²,,Entre 20 y 30 años,,Cerezo,Gres,Aluminio,,Por conductos,Por conductos,14 m²,27 m²,N/A,,,1,,,,N/A,,,,,,10 m²,,,,,,,,,,,,,
Piso en Carrer de l'Alcarria,HIPOGES IBERIA,1.046 €/m²,67.000 €,64 m²,https://www.pisos.com/comprar/piso-ca_noriac08207-48381900388_100700/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),64 m²,,,3ª,,LIRE-07256,,,64 m²,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Lluís Millet,"FINCAMPS, AICAT NUM. 212",2.203 €/m²,346.000 €,157 m²,https://www.pisos.com/comprar/casa-la_serra_en_camero08206-49171609529_500190/,Anuncio actualizado el 10/02/2025,"E, E","E, E",valles_occidental_sud (BCN),157 m²,3,1,,En buen estado,500190-051467,,N/A,,,Más de 50 años,,,Gres,Aluminio,,,Gas natural,N/A,N/A,N/A,,Sur,1,,,N/A,,,,,,,,,,,,N/A,,,,,,,,
"Piso en Carrer de Vidal, 48",CULMIA,2.843 €/m²,255.893 €,90 m²,https://www.pisos.com/comprar/piso-covadonga08202-5053692238_109700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),90 m²,2,2,,A estrenar,-PR00723,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Carrerada,ONREALE REAL ESTATE SERVICES,1.208 €/m²,99.124 €,82 m²,https://www.pisos.com/comprar/piso-mas_rampinyo_carrerada_mas_pomada-42596624648_109300/,Anuncio actualizado el 26/09/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),82 m²,3,1,,A reformar,EP839-PB-ON240685,,,55 m²,,Más de 50 años,,,,,,,Eléctrica,N/A,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Junto Parc Catalunya,donpiso Central,3.196 €/m²,195.000 €,61 m²,https://www.pisos.com/comprar/piso-la_serra_en_camero08206-90062796998_109100/,Anuncio actualizado el 17/02/2025,"A, A","A, A",valles_occidental_sud (BCN),61 m²,1,1,1ª,,FE43-210814,N/A,,42 m²,Exterior calle,,,,Gres,Aluminio,,Con bomba de calor,Eléctrica,,,,,Oeste,,,,,,,,,,,,,,Por la tarde,,,,,,,,,,
Piso en Carrer d'Eduard Brossa,HIPOGES IBERIA,1.428 €/m²,90.000 €,63 m²,https://www.pisos.com/comprar/piso-la_creu_de_barbera08204-49241602531_100700/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),63 m²,,,3ª,,LIRE-00281,,N/A,55 m²,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Gaietà,HIPOGES IBERIA,1.910 €/m²,82.136 €,43 m²,https://www.pisos.com/comprar/piso-rubi_centre-50046760708_100700/,Anuncio actualizado el 11/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),43 m²,,,1ª,,DKRE-09123,,,43 m²,,Entre 10 y 20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Avinguda d'Antoni Gaudí,HIPOGES IBERIA,1.623 €/m²,470.700 €,290 m²,https://www.pisos.com/comprar/casa_adosada-sant_quirze_del_valles_centro_urbano-50012542773_100700/,Anuncio actualizado el 11/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),290 m²,,,,,DKRE-08910,,,252 m²,,Entre 30 y 50 años,,,,,,,,,,,,,,N/A,,,,,,,,290 m²,,N/A,,,,,,,,Adosada,,,,
Dúplex en Carrer de Gurrea,CEDOS,3.390 €/m²,590.000 €,174 m²,https://www.pisos.com/comprar/duplex-centre_covadonga_centre08202-50078636950_370400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),174 m²,3,2,1ª,En buen estado,3704-10151-10,,N/A,147 m²,,Entre 20 y 30 años,,Cerezo,Parquet,PVC,N/A,Frío y calor,Gas natural,N/A,N/A,N/A,N/A,,Más de 2,,2,,N/A,,,,,,N/A,,,N/A,N/A,N/A,,,,,,,,
Piso en Centre,CEDOS,2.608 €/m²,180.000 €,69 m²,https://www.pisos.com/comprar/piso-rubi_centre-932709562_370400/,Anuncio actualizado el 20/02/2025,"F, E","F, E",valles_occidental_sud (BCN),69 m²,3,1,3ª,A estrenar,3704-018820-8,,,62 m²,N/A,Más de 50 años,,Lacada en blanco,Parquet,Aluminio,,,,N/A,N/A,N/A,N/A,,,,Más de 2,N/A,N/A,,,,,,,,,N/A,N/A,,N/A,,,,,,,
Piso en Carrer de Sant Ferran,CEDOS,3.217 €/m²,325.000 €,101 m²,https://www.pisos.com/comprar/piso-distrito_gracia08205-50885144069_370400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),101 m²,3,2,3ª,A estrenar,3704-012032-12,N/A,,81 m²,N/A,Menos de 5 años,,,Parquet,PVC,,Aerotermia,Central,N/A,N/A,N/A,N/A,Sur,1,,,N/A,N/A,,,,,,,,,N/A,,,,,,,N/A,,,
Piso en Carretera Vella,HIPOGES IBERIA,2.239 €/m²,215.000 €,96 m²,https://www.pisos.com/comprar/piso-montcada_centre_la_ribera-49196138233_100700/,Anuncio actualizado el 03/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),96 m²,,,,,AURE-30645,N/A,,83 m²,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Els Merinals,IMMOHABITAT,737 €/m²,45.700 €,62 m²,https://www.pisos.com/comprar/piso-els_merinals08205-50866411078_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),62 m²,3,1,4ª,,SA744-K-8311/2613,,,60 m²,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Eixample-Sant Oleguer,Hounting,2.242 €/m²,157.000 €,70 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-48355586838_100500/,Anuncio actualizado el 21/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),70 m²,3,1,2ª,En buen estado,SA5364-2110/21100037/45,,N/A,,N/A,,,,Tarima flotante,,,,,N/A,,,,,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,
Casa adosada en Zona Centro Muy Tranquila y Bien Comunicada.,donpiso Central,2.605 €/m²,310.000 €,119 m²,https://www.pisos.com/comprar/casa_adosada-centre_covadonga_centre08201-43376623880_109100/,Anuncio actualizado el 26/01/2025,"E, D","E, D",valles_occidental_sud (BCN),119 m²,3,2,,,FE4-281640,,N/A,119 m²,,,,,Terrazo,Madera,Otra compañía,Con bomba de calor,Eléctrica,,,,,Este,,,,,,,,,,,,,,,,,,,,Adosada,,,,
Piso en Carrer de Ramón Jové,VIVANTIAL,720 €/m²,54.000 €,75 m²,https://www.pisos.com/comprar/piso-la_creu_alta08208-42574779170_109300/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),75 m²,,,4ª,,EP618-11957-2025,,,75 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Piso en Eixample,GESFIME,2.540 €/m²,249.000 €,98 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-49185765945_100500/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),98 m²,3,1,Bajo,,SA892-8009/4521,,,90 m²,,Más de 50 años,,,,,,N/A,N/A,,N/A,,,Norte,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,
Casa en Chalet Unifamiliar Aislado Junto Al Parc de Can Gorgs,donpiso Central,1.883 €/m²,725.000 €,385 m²,https://www.pisos.com/comprar/casa-barbera_del_valles_centro_urbano-48412126643_109100/,Anuncio actualizado el 16/01/2025,"E, E","E, E",valles_occidental_sud (BCN),385 m²,6,5,,,FE4-287323,,N/A,360 m²,,,,,Gres,Madera,Otra compañía,Con bomba de calor,N/A,,,,,Norte,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre-Cordelles,Hounting,2.735 €/m²,279.000 €,102 m²,https://www.pisos.com/comprar/piso-centre_cordelles-50899286208_100500/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),102 m²,3,2,2ª,En buen estado,SA5364-2110/21100013/8,N/A,N/A,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,
Casa en Carrer de l'Avellaneda,GESFIME,2.514 €/m²,269.000 €,107 m²,https://www.pisos.com/comprar/casa-centre_covadonga_centre08201-50009254395_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),107 m²,2,2,,,SA892-GESV10692/4521,,N/A,82 m²,,Más de 50 años,,,,,,,,,,,,Sur,,,1,,,,,,N/A,,,,N/A,,,,,,,,N/A,,,
Piso en Centre,Engel & Völkers MMC Barcelona,4.329 €/m²,355.000 €,82 m²,https://www.pisos.com/comprar/piso-centre_covadonga_centre08201-4987825757_109700/,Anuncio actualizado el 15/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),82 m²,3,2,,A estrenar,IF76306-D-000L8G,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer dels Encantats,HELLOFINCA.,1.004 €/m²,482.000 €,480 m²,https://www.pisos.com/comprar/chalet-sant_muc_castellnou_can_mir-45892251099_527713/,Anuncio actualizado el 24/01/2025,"C, C","C, C",valles_occidental_sud (BCN),480 m²,4,3,,Reformado,4527713-CASA RUBI,,N/A,480 m²,,Entre 10 y 20 años,,N/A,Gres,Aluminio,N/A,Frío y calor,Gas natural,N/A,N/A,N/A,,,Más de 2,Espacio para edificarla,,N/A,N/A,N/A,N/A,N/A,,,,Privado,N/A,,N/A,N/A,,N/A,,,N/A,,,
Piso en Ca n'Oriol,Hounting,2.317 €/m²,146.000 €,63 m²,https://www.pisos.com/comprar/piso-ca_noriol-45054220402_100500/,Anuncio actualizado el 20/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),63 m²,1,1,1ª,En buen estado,SA5364-2110/21100036/28,N/A,N/A,,N/A,,,,Tarima flotante,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,,,,
Piso en Carrer de Clemència Isaura,FR-Immobiliària,2.167 €/m²,297.000 €,137 m²,https://www.pisos.com/comprar/piso-les_termes08204-49223098730_103800/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),137 m²,4,1,4ª,Reformado,INB278-937-51011,N/A,,120 m²,N/A,,Entre 80 y 100 €,,Parquet,,,Frío y calor,Gas natural,N/A,,,N/A,A la montaña,,,N/A,,,,,,,,N/A,,,,,,,N/A,,,,,,
"Piso en Carrer de Copenhaguen, 240",ALTAMIRA,2.127 €/m²,321.200 €,151 m²,https://www.pisos.com/comprar/piso-can_llong08206-40882544583_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),151 m²,3,2,,,AM9-2303##34000024,N/A,N/A,112 m²,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,
Piso en Centro,IMMOHABITAT,3.510 €/m²,319.500 €,91 m²,https://www.pisos.com/comprar/piso-barbera_del_valles_centro_urbano-50048468834_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),91 m²,2,2,1ª,,SA744-I19711695/2613,N/A,N/A,75 m²,,Entre 10 y 20 años,,,Parquet,,,N/A,Gas natural,,,,N/A,,,Comunitaria,1,,,,,,,,N/A,N/A,,,,,,,,,,,,
Piso en Can Tiana-Pont Vell,CEDOS,1.923 €/m²,125.000 €,65 m²,https://www.pisos.com/comprar/piso-can_tiana_pont_vell-85839052076_370400/,Anuncio actualizado el 20/02/2025,"E, E","E, E",valles_occidental_sud (BCN),65 m²,3,1,1ª,En buen estado,3704-018484-8,,,54 m²,,Más de 50 años,,Lacada blanco,Terrazo,Madera,,,,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,,,,,,,,,,,N/A,,,,,,,
Piso en Carrer de Roca,GESFIME,2.533 €/m²,375.000 €,148 m²,https://www.pisos.com/comprar/piso-la_creu_alta08208-50851065036_100500/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),148 m²,4,2,Bajo,,SA892-GES003388/4521,N/A,,135 m²,,Entre 30 y 50 años,,,Parquet,,,N/A,N/A,,,,N/A,,1,,1,,N/A,,,,N/A,,,,,,,,,,,,,,,
Piso en La Creu de Barbera,IMMOHABITAT,2.660 €/m²,258.108 €,97 m²,https://www.pisos.com/comprar/piso-la_creu_de_barbera08204-49249659248_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),97 m²,2,2,Bajo,,SA744-I000521/2613,N/A,,83 m²,,Menos de 5 años,,,,,,,Gas natural,,,,,Sur,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en La Romànica,GRUPO INMOBILIARIO ORTEGA,2.253 €/m²,169.000 €,75 m²,https://www.pisos.com/comprar/piso-la_romanica-51729803842_108500/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),75 m²,3,1,,,AG584-1515,N/A,,75 m²,N/A,,,,Gres,,,,Gas natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de Borràs,"FINCAMPS, AICAT NUM. 212",4.285 €/m²,480.000 €,112 m²,https://www.pisos.com/comprar/duplex-la_creu_alta08208-51675899424_500190/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),112 m²,3,3,2ª,A estrenar,500190-051470,N/A,N/A,106 m²,N/A,Menos de 5 años,,N/A,Parquet,Aluminio,,Aerotermia,Eléctrica,N/A,N/A,N/A,N/A,,1,,Más de 2,N/A,,,,,,,,Privado,,,,,,,,,,,,
