nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Antigüedad,Referencia,Terraza,Jardín,Piscina,Planta,Exterior,Conservación,Gastos de comunidad,Tipo suelo,Aire acondicionado,Calefacción,Cocina equipada,Ascensor,Balcón,Orientación,Agua,Chimenea,Comedor,Garaje,Urbanizado,Puerta blindada,Trastero,Carpintería interior,Vidrios dobles,Carpintería exterior,Portero automático,Sistema de seguridad,Gas,Teléfono,Adaptado a personas con movilidad reducida,Soleado,Lavadero,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Armarios empotrados,Tipo de casa,No se aceptan mascotas,Interior,Amueblado,Luz
Piso en Carrer d'Antoni Mestres Jané,CENTURY 21 Xarxa,2.007 €/m²,186.700 €,93 m²,https://www.pisos.com/comprar/piso-les_clotes-51717949271_107700/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),93 m²,79 m²,,1,1,Entre 10 y 20 años,VE98-C0128-SBRE-0116136,,,,,,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Chalet en Carrer de l'Avet,CENTURY 21 Xarxa,792 €/m²,210.000 €,265 m²,https://www.pisos.com/comprar/chalet-mediona_centro_urbano-50912372461_107700/,Anuncio actualizado el 10/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),265 m²,103 m²,265 m²,5,2,Entre 10 y 20 años,VE98-C0128-RETI-00821,N/A,N/A,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en A 10 Minutos del Centro de La Población,donpiso Central,1.010 €/m²,189.000 €,187 m²,https://www.pisos.com/comprar/casa-vilobi_del_penedes_centro_urbano-50924038759_109100/,Anuncio actualizado el 01/02/2025,"E, E","E, E",alt_penedes (BCN),187 m²,,,5,2,,FE38-290436,N/A,,,,,,,Terrazo,Con bomba de calor,,,,,Norte,,,,,,,,,,Aluminio,,,Otra compañía,,,,,,,,,,,,N/A,
Casa en Carrer de Serra d'Or,VILOMARA &  ASSOCIATS,2.486 €/m²,450.000 €,181 m²,https://www.pisos.com/comprar/casa-sant_pere_de_riudebitlles_centro_urbano-25900971009_441400/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),181 m²,132 m²,422 m²,4,3,Menos de 5 años,4414-022111,N/A,Privado,Propia,,,A estrenar,,Gres,Frío y calor,,Muy grande con isla,,,Sur,,,Casi 50m²,Más de 2,N/A,,,Lacada,Climalit,Aluminio,,,,,,,N/A,N/A,N/A,,,,,,,
Piso en Carrer dels Xicots de Vilafranca,HIPOGES IBERIA,2.550 €/m²,255.000 €,100 m²,https://www.pisos.com/comprar/piso-la_girada-48377047314_100700/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),100 m²,78 m²,,,,Entre 10 y 20 años,LIRE-04340,N/A,,,3ª,,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de Sant Antoni,CENTURY 21 Xarxa,1.381 €/m²,163.000 €,118 m²,https://www.pisos.com/comprar/duplex-sant_llorenc_hortons_centro_urbano-50873596855_107700/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),118 m²,80 m²,,3,2,,VE98-C0128-SBRE-0119428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Antoni,CENTURY 21 Xarxa,1.969 €/m²,130.000 €,66 m²,https://www.pisos.com/comprar/piso-sant_llorenc_hortons_centro_urbano-50852863948_107700/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),66 m²,66 m²,,3,1,,VE98-C0128-SBRE-0119440,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Segimon Tomeu,VILOMARA &  ASSOCIATS,836 €/m²,393.000 €,470 m²,https://www.pisos.com/comprar/casa-torrelavit_centro_urbano-858894841_441400/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),470 m²,470 m²,568 m²,6,3,Entre 20 y 30 años,4414-25001,2 terrazas y patio,N/A,N/A,,,En buen estado,,Mármol,,N/A,Muy grande con zona comedor,,,N/A,N/A,Barbacoa,Enorme con terraza,N/A,N/A,,,Oscura maciza,Climalit,Aluminio,,,Oil,,,,Plana bajocubierta,N/A,N/A,,N/A,,,,,N/A
Chalet en calle Cal Mosca,CENTURY 21 Les Santes,509 €/m²,290.000 €,569 m²,https://www.pisos.com/comprar/chalet-font_rubi_centro_urbano-43335760546_107700/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),569 m²,484 m²,569 m²,13,8,Más de 50 años,VE87-0117-LIRE-00614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en La Granada,CMS INMOBILIARIA.,674 €/m²,178.712 €,265 m²,https://www.pisos.com/comprar/casa_pareada-la_granada_centro_urbano-50930996109_108900/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),265 m²,,,3,2,,XA282-8341,,,,,,,,,,,,,,,,,,Más de 2,,,N/A,,,,,,,,,,,,,,,Pareada,,,,
Casa pareada en Sant Cugat,eXp Realty,884 €/m²,230.000 €,260 m²,https://www.pisos.com/comprar/casa_pareada-sant_cugat_sesgarrigues_centro_urbano-39238504842_100500/,Anuncio actualizado el 27/05/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),260 m²,,,4,3,Entre 10 y 20 años,SA3689-EXP05685/8930,N/A,N/A,Comunitaria,,,,Más de 100 €,Gres,,Gas natural,,,,Sur,N/A,,N/A,,,,N/A,,,,,,,,,,,,,,,Pareada,,,,
Chalet en Carrer del Presseguer,Aliseda Inmobiliaria,232 €/m²,72.800 €,313 m²,https://www.pisos.com/comprar/chalet-subirats_centro_urbano-37571187451_107000/,Anuncio actualizado el 21/11/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),313 m²,,,,,,AS1-52716115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer del Raval,VILOMARA &  ASSOCIATS,1.002 €/m²,390.000 €,389 m²,https://www.pisos.com/comprar/casa-sant_sadurni_anoia_centro_urbano-925097720_441400/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),389 m²,389 m²,147 m²,8,2,Más de 50 años,4414-019045,2 patios,,,,,En buen estado,,,,,N/A,,,Sur,N/A,,N/A,N/A,N/A,,,,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A
Casa en Santa Margarida i Els Monjos,COSTA PENEDÈS,1.659 €/m²,365.000 €,220 m²,https://www.pisos.com/comprar/casa-santa_margarida_i_els_monjos_centro_urbano-35932776343_101300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),220 m²,175 m²,,,,Entre 20 y 30 años,API189-CP0346BSMM,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Sant Jaume,IMMOBILIARIA LA PORTA,644 €/m²,125.000 €,194 m²,https://www.pisos.com/comprar/casa-mediona_centro_urbano-48383146404_522168/,Anuncio actualizado el 07/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),194 m²,110 m²,177 m²,3,2,Más de 50 años,522168-V330,N/A,,,,,En buen estado,,Gres,,Gasoil,N/A,,,Sureste,,N/A,N/A,1,N/A,,,,,Madera,,,,,,,N/A,N/A,N/A,N/A,,,,,,
Chalet en calle Cal Mosca,CENTURY 21 Xarxa,509 €/m²,290.000 €,569 m²,https://www.pisos.com/comprar/chalet-font_rubi_centro_urbano-50060484907_107700/,Anuncio actualizado el 23/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),569 m²,484 m²,569 m²,13,8,Entre 30 y 50 años,VE98-C0128-LIRE-00614,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Torrelletes,Engel & Völkers MMC Barcelona,1.759 €/m²,315.000 €,179 m²,https://www.pisos.com/comprar/casa-torrelletes-23357117200_101800/,Anuncio actualizado el 20/11/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),179 m²,,,4,2,Menos de 5 años,IF76306-I-00VJM3-W-02OAMJ,N/A,Privado,,,,,,,,Central,N/A,,,A la montaña,,,,1,,,,,,,,,,,,,,,,,,,,,,
Casa en Pontons,Engel & Völkers MMC Barcelona,986 €/m²,850.000 €,862 m²,https://www.pisos.com/comprar/casa-pontons_centro_urbano-49218116089_101800/,Anuncio actualizado el 19/11/2024,"E, E","E, E",alt_penedes (BCN),862 m²,,22.400 m²,9,5,Más de 50 años,IF76306-I-00YTSU-W-02XUQ4,,Privado,,,,,,,,Central,N/A,,,,,,,1,,,N/A,,,,,,,,,,N/A,,,,1,,,,N/A,
Casa en Gelida,Engel & Völkers MMC Barcelona,1.539 €/m²,639.000 €,415 m²,https://www.pisos.com/comprar/casa-gelida_centro_urbano-48398503678_101800/,Anuncio actualizado el 16/10/2024,"E, D","E, D",alt_penedes (BCN),415 m²,,1.394 m²,6,5,Entre 10 y 20 años,IF76306-I-00YQ4N-W-02XAQT,N/A,Privado,,,,,,,,Central,,,,,,,,1,,,N/A,,,,,,,,,,N/A,,,,1,,,,,
Casa en Olèrdola,Engel & Völkers MMC Barcelona,1.243 €/m²,675.000 €,543 m²,https://www.pisos.com/comprar/casa-olerdola_centro_urbano-49179854921_101800/,Anuncio actualizado el 08/11/2024,"E, E","E, E",alt_penedes (BCN),543 m²,,1.529 m²,5,2,Entre 20 y 30 años,IF76306-I-00YSJA-W-02WYO7,,Privado,Propia,,,,,,,,N/A,,,,,,,1,,,,,,,,,,,,,N/A,,,,1,,,,,
Casa rústica en Sant Quintí de Mediona,Engel & Völkers MMC Barcelona,1.064 €/m²,1.590.000 €,1.493 m²,https://www.pisos.com/comprar/casa_rustica-sant_quinti_de_mediona_centro_urbano-44172933556_101800/,Anuncio actualizado el 28/10/2024,"C, C","C, C",alt_penedes (BCN),1.493 m²,,230.000 m²,10,5,Más de 50 años,IF76306-I-00Y88O-W-02V8KB,,Privado,Propia,,,,,,,Central,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,Rústica,,,N/A,
Casa adosada en Carrer de la Diputació,Aliseda Inmobiliaria,663 €/m²,164.000 €,247 m²,https://www.pisos.com/comprar/casa_adosada-olesa_de_bonesvalls_centro_urbano-41734455982_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),247 m²,,,4,2,,AN1-ANT00030667749,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
Piso en Carrer Mas Catarro,Aliseda Inmobiliaria,1.691 €/m²,123.500 €,73 m²,https://www.pisos.com/comprar/piso-santa_margarida_i_els_monjos_centro_urbano-50004750433_105900/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),73 m²,,,1,1,,AN1-ANT00030662544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Avenida Sant Llorenç Dhortons,Aliseda Inmobiliaria,701 €/m²,88.400 €,126 m²,https://www.pisos.com/comprar/casa_adosada-sant_llorenc_hortons_centro_urbano-41695172537_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),126 m²,,,3,2,,AN1-ANT00030654908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
"Casa en Avinguda de Catalunya, nº .",Housfy real Estate,1.263 €/m²,350.000 €,277 m²,https://www.pisos.com/comprar/casa-la_granada_centro_urbano-45858071813_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),277 m²,277 m²,,5,3,,EP442-776662,,,,,,,,,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,
"Casa en Carrer de Catalunya, nº .",Housfy real Estate,810 €/m²,450.000 €,555 m²,https://www.pisos.com/comprar/casa-mediona_centro_urbano-48429296448_109300/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),555 m²,555 m²,,5,3,,EP442-813425,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
"Casa adosada en Carrer de Can Xicarro, 5",Aliseda Inmobiliaria,1.030 €/m²,272.000 €,264 m²,https://www.pisos.com/comprar/casa_adosada-subirats_centro_urbano-45080728854_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),264 m²,,,,,,AN1-ANT00030673649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
"Dúplex en calle Cl  Dels Horts, nº .",Housfy real Estate,2.469 €/m²,200.000 €,81 m²,https://www.pisos.com/comprar/duplex-sant_llorenc_hortons_centro_urbano-47580512553_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),81 m²,72 m²,,3,2,,EP442-812158,N/A,,,1ª,,,,,N/A,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,N/A,
Casa en calle Cal Mosca,HIPOGES IBERIA,509 €/m²,290.000 €,569 m²,https://www.pisos.com/comprar/casa-font_rubi_centro_urbano-43367379379_100700/,Anuncio actualizado el 01/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),569 m²,484 m²,569 m²,,,Más de 50 años,LIRE-00614,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer del Desmai,VIVANTIAL,655 €/m²,38.000 €,58 m²,https://www.pisos.com/comprar/casa-torrelles_de_foix_centro_urbano-28413459123_109300/,Anuncio actualizado el 27/06/2024,"C, D","C, D",alt_penedes (BCN),58 m²,58 m²,,,,,EP618-10920-13,,,,,,A reformar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en Carrer Nou, 76",Aliseda Inmobiliaria,843 €/m²,178.000 €,211 m²,https://www.pisos.com/comprar/casa_adosada-sant_llorenc_hortons_centro_urbano-47543285530_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),211 m²,,,,,,AN1-ANT00030671949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
Piso en Carrer Can Rovira,HIPOGES IBERIA,1.141 €/m²,84.500 €,74 m²,https://www.pisos.com/comprar/piso-subirats_centro_urbano-50006329040_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),74 m²,74 m²,,,,Más de 50 años,REMO-02111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en Avenida Serral Llarg, nº 57",Aliseda Inmobiliaria,802 €/m²,219.000 €,273 m²,https://www.pisos.com/comprar/casa_adosada-olesa_de_bonesvalls_centro_urbano-48418584866_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),273 m²,,,,,,AN1-ANT00030667750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
Piso en Avinguda de Catalunya,HIPOGES IBERIA,1.490 €/m²,247.500 €,166 m²,https://www.pisos.com/comprar/piso-la_granada_centro_urbano-50088093179_100700/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),166 m²,166 m²,,,,Entre 20 y 30 años,REMO-00220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en Carrer del Solei, 36",Aliseda Inmobiliaria,1.248 €/m²,231.000 €,185 m²,https://www.pisos.com/comprar/casa_adosada-olesa_de_bonesvalls_centro_urbano-48393873493_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),185 m²,,,4,3,,AN1-ANT00030667748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
Piso en Avinguda de Catalunya,Aliseda Inmobiliaria,1.621 €/m²,180.000 €,111 m²,https://www.pisos.com/comprar/piso-gelida_centro_urbano-43370329265_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),111 m²,,,,,,AN1-ANT00030685003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Mossén Isidre Solsona,HIPOGES IBERIA,812 €/m²,65.000 €,80 m²,https://www.pisos.com/comprar/piso-subirats_centro_urbano-48399169525_100700/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),80 m²,80 m²,,,,Más de 50 años,ALRE-00725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de l'Onze de Setembre,Aliseda Inmobiliaria,1.031 €/m²,98.000 €,95 m²,https://www.pisos.com/comprar/piso-gelida_centro_urbano-47547969777_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),95 m²,,,,,,AN1-ANT00030657833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Julià,Aliseda Inmobiliaria,1.508 €/m²,175.000 €,116 m²,https://www.pisos.com/comprar/piso-sant_julia-42515962457_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),116 m²,,,,,,AN1-ANT00030676310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Carrer de Sant Pere,Aliseda Inmobiliaria,392 €/m²,155.600 €,396 m²,https://www.pisos.com/comprar/casa_adosada-olerdola_centro_urbano-41688559199_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),396 m²,,,,,,AN1-ANT00030664016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
"Piso en Carrer de les Palmeres, 1",Aliseda Inmobiliaria,1.282 €/m²,100.000 €,78 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-47519505606_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),78 m²,,,4,1,,AN1-ANT00030672262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle Baldomero Lostau,CENTURY 21 Les Santes,2.153 €/m²,200.300 €,93 m²,https://www.pisos.com/comprar/chalet-les_clotes-45893745144_107700/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),93 m²,79 m²,93 m²,1,1,,VE87-0117-SBRE-0116136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en Carrer dels Clavells, 3",Aliseda Inmobiliaria,1.637 €/m²,167.000 €,102 m²,https://www.pisos.com/comprar/casa_adosada-castellet_i_la_gornal_centro_urbano-47545415609_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),102 m²,,,3,1,,AN1-ANT00030683020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
Casa en Vilobí del Penedès,Engel & Völkers MMC Barcelona,1.138 €/m²,230.000 €,202 m²,https://www.pisos.com/comprar/casa-vilobi_del_penedes_centro_urbano-51743860500_101800/,Anuncio actualizado el 20/02/2025,"D, E","D, E",alt_penedes (BCN),202 m²,,245 m²,4,1,Más de 50 años,IF76306-I-00Z1Z6-W-02YIEO,N/A,Privado,,,,,,,,Central,N/A,,,,,,,1,,,N/A,,,,,,,,,,,,,,,,,,N/A,
"Piso en Avinguda de Francesc Macià, 11",LA LLAVE DE ORO,3.044 €/m²,271.000 €,89 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-4366126732_109700/,Anuncio actualizado el 12/02/2025,"A, A","A, A",alt_penedes (BCN),89 m²,,,3,2,,4993346-21058521,,,,1ª,,A estrenar,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer del Doctor Pujavet, 2",Agencia no disponible,2.000 €/m²,132.000 €,66 m²,https://www.pisos.com/comprar/piso-sant_pere_de_riudebitlles_centro_urbano-47581404509_109800/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),66 m²,60 m²,,2,1,Entre 10 y 20 años,21449037,,,,1ª,N/A,En buen estado,Entre 40 y 60 €,Gres,Frío y calor,Gas natural,N/A,N/A,N/A,,,,,1,,,N/A,,,Aluminio,,,,,,N/A,,,,,,,,,N/A,
"Casa adosada en Carrer del Raval, 64",Agencia no disponible,725 €/m²,98.000 €,135 m²,https://www.pisos.com/comprar/casa_adosada-torrelles_de_foix_centro_urbano-44218197511_109800/,Anuncio actualizado el 19/02/2025,"E, E","E, E",alt_penedes (BCN),135 m²,112 m²,,4,2,Más de 50 años,21131607,N/A,,,,,A reformar,N/A,Gres,,,,,,,,,,,N/A,,,,,Madera,,,,,,,,,N/A,,,Adosada,,,,
"Piso en Avinguda de Francesc Macià, 11",LA LLAVE DE ORO,3.106 €/m²,205.000 €,66 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-4502263851_109700/,Anuncio actualizado el 17/02/2025,"A, A","A, A",alt_penedes (BCN),66 m²,,,2,1,,4993346-21150384,,,,1ª,,A estrenar,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Doctor Ferran,VIVANTIAL,1.384 €/m²,108.000 €,78 m²,https://www.pisos.com/comprar/piso-el_pla_del_penedes_centro_urbano-51742992669_109300/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),78 m²,70 m²,,,,,EP618-13950-2025,N/A,,,Bajo,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finca rústica en El Carrer de Cal Rossell,  1",Agencia no disponible,925 €/m²,625.000 €,1.550 m²,https://www.pisos.com/comprar/finca_rustica-torrelavit_centro_urbano-44263260039_109800/,Anuncio actualizado el 23/11/2024,"E, E","E, E",alt_penedes (BCN),1.550 m²,875 m²,675 m²,10,4,,21134513,,,,,,A reformar,,,,,,,,Sureste,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
"Casa unifamiliar en Avinguda de Catalunya, 49",Agencia no disponible,1.356 €/m²,175.000 €,129 m²,https://www.pisos.com/comprar/casa_unifamiliar-cabrera_anoia_centro_urbano-51697645864_109800/,Anuncio actualizado el 13/02/2025,"E, E","E, E",alt_penedes (BCN),129 m²,,607 m²,3,1,Entre 30 y 50 años,21777347,,,,,,En buen estado,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unifamiliar,,,,
Casa en Can Ros,habitat Catalunya,1.174 €/m²,249.000 €,212 m²,https://www.pisos.com/comprar/casa-cabrera_anoia_centro_urbano-49186015918_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",alt_penedes (BCN),212 m²,125 m²,720 m²,4,3,Entre 10 y 20 años,SA828-01111/3799,N/A,N/A,,,,,,Gres,,N/A,,,,,N/A,,N/A,1,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
Casa en Urbanización Can Ros,donpiso Central,1.356 €/m²,175.000 €,129 m²,https://www.pisos.com/comprar/casa-cabrera_anoia_centro_urbano-51688553448_109100/,Anuncio actualizado el 14/02/2025,"F, F","F, F",alt_penedes (BCN),129 m²,79 m²,,3,1,,FE12-290968,N/A,N/A,,,,,,Otros,,Eléctrica,,,,Norte,,,,,,,N/A,,,Aluminio,,,Otra compañía,,,,,,,,,,,,N/A,
"Chalet en Urbanització Can Ros, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,202 m²,https://www.pisos.com/comprar/chalet-cabrera_anoia_centro_urbano-35081847250_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),202 m²,202 m²,,3,2,,AM9-2061##02004044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Les Colines-Cal Surià,HAPPY EXPAT homes & more,1.551 €/m²,450.000 €,290 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-49210272428_108900/,Anuncio actualizado el 29/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),290 m²,,728 m²,4,4,Entre 10 y 20 años,XA784-Casa Isabella,,,Yes,,,,,,Yes,Aerothermia,N/A,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Les Colines-Cal Surià,donpiso Central,1.551 €/m²,450.000 €,290 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-50043327552_109100/,Anuncio actualizado el 16/01/2025,"E, D","E, D",alt_penedes (BCN),290 m²,250 m²,,4,4,,FE38-289039,,N/A,N/A,,,,,Gres,Con bomba de calor,Eléctrica,,,,,,,,,,,N/A,,,Aluminio,,,,,,,,,,,,,,,,
Casa unifamiliar en Olivella,SAFTI ESPAÑA,1.488 €/m²,399.000 €,268 m²,https://www.pisos.com/comprar/casa_unifamiliar-olivella_centro_urbano-49168300124_100500/,Anuncio actualizado el 05/02/2025,"E, E","E, E",alt_penedes (BCN),268 m²,164 m²,,4,2,Entre 20 y 30 años,SA3541-REF_31871,,,,,,,,,,Gasoil,,,,,,,,,,,,,,,,,,,,,,,,,,Unifamiliar,,,,
Casa en Olivella,Engel & Völkers MMC Barcelona,2.432 €/m²,399.000 €,164 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-50018769476_101800/,Anuncio actualizado el 07/02/2025,"E, E","E, E",alt_penedes (BCN),164 m²,,928 m²,4,2,Entre 20 y 30 años,IF76306-I-00YX56-W-02XZE6,N/A,Privado,Propia,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Can Suria,OPEN INMO,1.747 €/m²,297.000 €,170 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-45065159460_100500/,Anuncio actualizado el 07/02/2025,"G, F","G, F",alt_penedes (BCN),170 m²,106 m²,757 m²,3,2,Entre 10 y 20 años,SA1406-OI01919/5763,N/A,N/A,,,,,,Gres,N/A,N/A,,,,Suroeste,N/A,N/A,N/A,1,N/A,,,,,,,,,N/A,,,,,,,,,,,N/A,
Casa en Can Suria,Alemany Real Estate,1.747 €/m²,297.000 €,170 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-45890393870_100500/,Anuncio actualizado el 17/02/2025,"G, F","G, F",alt_penedes (BCN),170 m²,160 m²,757 m²,3,2,Entre 20 y 30 años,SA1889-A02153/5298,,N/A,,,,,,,,,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,
